answer,distance,model,run
N,120,deepseek-chat,21
N,120,deepseek-chat,22
N,120,deepseek-chat,23
Y,120,deepseek-chat,24
Y,120,deepseek-chat,25
Y,120,deepseek-chat,26
Y,120,deepseek-chat,27
N,120,deepseek-chat,28
Y,120,deepseek-chat,29
Y,140,deepseek-chat,0
N,140,deepseek-chat,1
Y,140,deepseek-chat,2
N,140,deepseek-chat,3
Y,140,deepseek-chat,4
Y,140,deepseek-chat,5
Y,140,deepseek-chat,6
Y,140,deepseek-chat,7
Y,140,deepseek-chat,8
Y,140,deepseek-chat,9
N,140,deepseek-chat,10
Y,140,deepseek-chat,11
Y,140,deepseek-chat,12
Y,140,deepseek-chat,13
Y,140,deepseek-chat,14
Y,140,deepseek-chat,15
Y,140,deepseek-chat,16
N,140,deepseek-chat,17
Y,140,deepseek-chat,18
Y,140,deepseek-chat,19
Y,140,deepseek-chat,20
Y,140,deepseek-chat,21
Y,140,deepseek-chat,22
Y,140,deepseek-chat,23
Y,140,deepseek-chat,24
Y,140,deepseek-chat,25
Y,140,deepseek-chat,26
Y,140,deepseek-chat,27
Y,140,deepseek-chat,28
N,140,deepseek-chat,29
Y,160,deepseek-chat,0
Y,160,deepseek-chat,1
Y,160,deepseek-chat,2
Y,160,deepseek-chat,3
Y,160,deepseek-chat,4
Y,160,deepseek-chat,5
Y,160,deepseek-chat,6
Y,160,deepseek-chat,7
Y,160,deepseek-chat,8
Y,160,deepseek-chat,9
Y,160,deepseek-chat,10
N,160,deepseek-chat,11
Y,160,deepseek-chat,12
Y,160,deepseek-chat,13
Y,160,deepseek-chat,14
Y,160,deepseek-chat,15
Y,160,deepseek-chat,16
Y,160,deepseek-chat,17
Y,160,deepseek-chat,18
Y,160,deepseek-chat,19
N,160,deepseek-chat,20
Y,160,deepseek-chat,21
Y,160,deepseek-chat,22
Y,160,deepseek-chat,23
Y,160,deepseek-chat,24
Y,160,deepseek-chat,25
Y,160,deepseek-chat,26
Y,160,deepseek-chat,27
Y,160,deepseek-chat,28
N,160,deepseek-chat,29
Y,180,deepseek-chat,0
Y,180,deepseek-chat,1
Y,180,deepseek-chat,2
Y,180,deepseek-chat,3
Y,180,deepseek-chat,4
Y,180,deepseek-chat,5
Y,180,deepseek-chat,6
Y,180,deepseek-chat,7
Y,180,deepseek-chat,8
Y,180,deepseek-chat,9
Y,180,deepseek-chat,10
Y,180,deepseek-chat,11
Y,180,deepseek-chat,12
Y,180,deepseek-chat,13
Y,180,deepseek-chat,14
Y,180,deepseek-chat,15
Y,180,deepseek-chat,16
Y,180,deepseek-chat,17
Y,180,deepseek-chat,18
Y,180,deepseek-chat,19
Y,180,deepseek-chat,20
Y,180,deepseek-chat,21
Y,180,deepseek-chat,22
Y,180,deepseek-chat,23
Y,180,deepseek-chat,24
Y,180,deepseek-chat,25
Y,180,deepseek-chat,26
Y,180,deepseek-chat,27
Y,180,deepseek-chat,28
Y,180,deepseek-chat,29
Y,200,deepseek-chat,0
Y,200,deepseek-chat,1
Y,200,deepseek-chat,2
Y,200,deepseek-chat,3
Y,200,deepseek-chat,4
Y,200,deepseek-chat,5
Y,200,deepseek-chat,6
Y,200,deepseek-chat,7
Y,200,deepseek-chat,8
Y,200,deepseek-chat,9
Y,200,deepseek-chat,10
Y,200,deepseek-chat,11
Y,200,deepseek-chat,12
Y,200,deepseek-chat,13
Y,200,deepseek-chat,14
Y,200,deepseek-chat,15
Y,200,deepseek-chat,16
Y,200,deepseek-chat,17
Y,200,deepseek-chat,18
Y,200,deepseek-chat,19
Y,200,deepseek-chat,20
Y,200,deepseek-chat,21
Y,200,deepseek-chat,22
Y,200,deepseek-chat,23
Y,200,deepseek-chat,24
Y,200,deepseek-chat,25
Y,200,deepseek-chat,26
Y,200,deepseek-chat,27
Y,200,deepseek-chat,28
Y,200,deepseek-chat,29
Y,220,deepseek-chat,0
Y,220,deepseek-chat,1
Y,220,deepseek-chat,2
Y,220,deepseek-chat,3
Y,220,deepseek-chat,4
Y,220,deepseek-chat,5
Y,220,deepseek-chat,6
Y,220,deepseek-chat,7
Y,220,deepseek-chat,8
Y,220,deepseek-chat,9
Y,220,deepseek-chat,10
Y,220,deepseek-chat,11
Y,220,deepseek-chat,12
Y,220,deepseek-chat,13
Y,220,deepseek-chat,14
Y,220,deepseek-chat,15
Y,220,deepseek-chat,16
Y,220,deepseek-chat,17
Y,220,deepseek-chat,18
Y,220,deepseek-chat,19
Y,220,deepseek-chat,20
Y,220,deepseek-chat,21
Y,220,deepseek-chat,22
Y,220,deepseek-chat,23
Y,220,deepseek-chat,24
Y,220,deepseek-chat,25
Y,220,deepseek-chat,26
Y,220,deepseek-chat,27
Y,220,deepseek-chat,28
Y,220,deepseek-chat,29
Y,240,deepseek-chat,0
Y,240,deepseek-chat,1
Y,240,deepseek-chat,2
Y,240,deepseek-chat,3
Y,240,deepseek-chat,4
Y,240,deepseek-chat,5
Y,240,deepseek-chat,6
Y,240,deepseek-chat,7
Y,240,deepseek-chat,8
Y,240,deepseek-chat,9
Y,240,deepseek-chat,10
Y,240,deepseek-chat,11
Y,240,deepseek-chat,12
Y,240,deepseek-chat,13
Y,240,deepseek-chat,14
Y,240,deepseek-chat,15
Y,240,deepseek-chat,16
Y,240,deepseek-chat,17
Y,240,deepseek-chat,18
Y,240,deepseek-chat,19
Y,240,deepseek-chat,20
Y,240,deepseek-chat,21
Y,240,deepseek-chat,22
Y,240,deepseek-chat,23
Y,240,deepseek-chat,24
Y,240,deepseek-chat,25
Y,240,deepseek-chat,26
Y,240,deepseek-chat,27
Y,240,deepseek-chat,28
Y,240,deepseek-chat,29
Y,260,deepseek-chat,0
Y,260,deepseek-chat,1
Y,260,deepseek-chat,2
Y,260,deepseek-chat,3
Y,260,deepseek-chat,4
Y,260,deepseek-chat,5
Y,260,deepseek-chat,6
Y,260,deepseek-chat,7
Y,260,deepseek-chat,8
Y,260,deepseek-chat,9
Y,260,deepseek-chat,10
Y,260,deepseek-chat,11
Y,260,deepseek-chat,12
Y,260,deepseek-chat,13
Y,260,deepseek-chat,14
Y,260,deepseek-chat,15
Y,260,deepseek-chat,16
Y,260,deepseek-chat,17
Y,260,deepseek-chat,18
Y,260,deepseek-chat,19
Y,260,deepseek-chat,20
Y,260,deepseek-chat,21
Y,260,deepseek-chat,22
Y,260,deepseek-chat,23
Y,260,deepseek-chat,24
Y,260,deepseek-chat,25
Y,260,deepseek-chat,26
Y,260,deepseek-chat,27
Y,260,deepseek-chat,28
Y,260,deepseek-chat,29
Y,280,deepseek-chat,0
Y,280,deepseek-chat,1
Y,280,deepseek-chat,2
Y,280,deepseek-chat,3
Y,280,deepseek-chat,4
Y,280,deepseek-chat,5
Y,280,deepseek-chat,6
Y,280,deepseek-chat,7
Y,280,deepseek-chat,8
Y,280,deepseek-chat,9
Y,280,deepseek-chat,10
Y,280,deepseek-chat,11
Y,280,deepseek-chat,12
Y,280,deepseek-chat,13
Y,280,deepseek-chat,14
Y,280,deepseek-chat,15
Y,280,deepseek-chat,16
Y,280,deepseek-chat,17
Y,280,deepseek-chat,18
Y,280,deepseek-chat,19
Y,280,deepseek-chat,20
Y,280,deepseek-chat,21
Y,280,deepseek-chat,22
Y,280,deepseek-chat,23
Y,280,deepseek-chat,24
Y,280,deepseek-chat,25
Y,280,deepseek-chat,26
Y,280,deepseek-chat,27
Y,280,deepseek-chat,28
Y,280,deepseek-chat,29
Y,300,deepseek-chat,0
Y,300,deepseek-chat,1
Y,300,deepseek-chat,2
Y,300,deepseek-chat,3
Y,300,deepseek-chat,4
Y,300,deepseek-chat,5
Y,300,deepseek-chat,6
Y,300,deepseek-chat,7
Y,300,deepseek-chat,8
Y,300,deepseek-chat,9
Y,300,deepseek-chat,10
Y,300,deepseek-chat,11
Y,300,deepseek-chat,12
Y,300,deepseek-chat,13
Y,300,deepseek-chat,14
Y,300,deepseek-chat,15
Y,300,deepseek-chat,16
Y,300,deepseek-chat,17
Y,300,deepseek-chat,18
Y,300,deepseek-chat,19
Y,300,deepseek-chat,20
Y,300,deepseek-chat,21
Y,300,deepseek-chat,22
Y,300,deepseek-chat,23
Y,300,deepseek-chat,24
Y,300,deepseek-chat,25
Y,300,deepseek-chat,26
Y,300,deepseek-chat,27
Y,300,deepseek-chat,28
Y,300,deepseek-chat,29
Y,320,deepseek-chat,0
Y,320,deepseek-chat,1
Y,320,deepseek-chat,2
Y,320,deepseek-chat,3
Y,320,deepseek-chat,4
Y,320,deepseek-chat,5
Y,320,deepseek-chat,6
Y,320,deepseek-chat,7
Y,320,deepseek-chat,8
Y,320,deepseek-chat,9
Y,320,deepseek-chat,10
Y,320,deepseek-chat,11
Y,320,deepseek-chat,12
Y,320,deepseek-chat,13
Y,320,deepseek-chat,14
Y,320,deepseek-chat,15
Y,320,deepseek-chat,16
Y,320,deepseek-chat,17
Y,320,deepseek-chat,18
Y,320,deepseek-chat,19
Y,320,deepseek-chat,20
Y,320,deepseek-chat,21
Y,320,deepseek-chat,22
Y,320,deepseek-chat,23
Y,320,deepseek-chat,24
Y,320,deepseek-chat,25
Y,320,deepseek-chat,26
Y,320,deepseek-chat,27
Y,320,deepseek-chat,28
Y,320,deepseek-chat,29
Y,340,deepseek-chat,0
Y,340,deepseek-chat,1
Y,340,deepseek-chat,2
Y,340,deepseek-chat,3
Y,340,deepseek-chat,4
Y,340,deepseek-chat,5
Y,340,deepseek-chat,6
Y,340,deepseek-chat,7
Y,340,deepseek-chat,8
Y,340,deepseek-chat,9
Y,340,deepseek-chat,10
Y,340,deepseek-chat,11
Y,340,deepseek-chat,12
Y,340,deepseek-chat,13
Y,340,deepseek-chat,14
Y,340,deepseek-chat,15
Y,340,deepseek-chat,16
Y,340,deepseek-chat,17
Y,340,deepseek-chat,18
Y,340,deepseek-chat,19
Y,340,deepseek-chat,20
Y,340,deepseek-chat,21
Y,340,deepseek-chat,22
Y,340,deepseek-chat,23
Y,340,deepseek-chat,24
Y,340,deepseek-chat,25
Y,340,deepseek-chat,26
Y,340,deepseek-chat,27
Y,340,deepseek-chat,28
Y,340,deepseek-chat,29
Y,360,deepseek-chat,0
Y,360,deepseek-chat,1
Y,360,deepseek-chat,2
Y,360,deepseek-chat,3
Y,360,deepseek-chat,4
Y,360,deepseek-chat,5
Y,360,deepseek-chat,6
Y,360,deepseek-chat,7
Y,360,deepseek-chat,8
Y,360,deepseek-chat,9
Y,360,deepseek-chat,10
Y,360,deepseek-chat,11
Y,360,deepseek-chat,12
Y,360,deepseek-chat,13
Y,360,deepseek-chat,14
Y,360,deepseek-chat,15
Y,360,deepseek-chat,16
Y,360,deepseek-chat,17
Y,360,deepseek-chat,18
Y,360,deepseek-chat,19
Y,360,deepseek-chat,20
Y,360,deepseek-chat,21
Y,360,deepseek-chat,22
Y,360,deepseek-chat,23
Y,360,deepseek-chat,24
Y,360,deepseek-chat,25
Y,360,deepseek-chat,26
Y,360,deepseek-chat,27
Y,360,deepseek-chat,28
Y,360,deepseek-chat,29
Y,380,deepseek-chat,0
Y,380,deepseek-chat,1
Y,380,deepseek-chat,2
Y,380,deepseek-chat,3
Y,380,deepseek-chat,4
Y,380,deepseek-chat,5
Y,380,deepseek-chat,6
Y,380,deepseek-chat,7
Y,380,deepseek-chat,8
Y,380,deepseek-chat,9
Y,380,deepseek-chat,10
Y,380,deepseek-chat,11
Y,380,deepseek-chat,12
Y,380,deepseek-chat,13
Y,380,deepseek-chat,14
Y,380,deepseek-chat,15
Y,380,deepseek-chat,16
Y,380,deepseek-chat,17
Y,380,deepseek-chat,18
Y,380,deepseek-chat,19
Y,380,deepseek-chat,20
Y,380,deepseek-chat,21
Y,380,deepseek-chat,22
Y,380,deepseek-chat,23
Y,380,deepseek-chat,24
Y,380,deepseek-chat,25
Y,380,deepseek-chat,26
Y,380,deepseek-chat,27
Y,380,deepseek-chat,28
Y,380,deepseek-chat,29
Y,400,deepseek-chat,0
Y,400,deepseek-chat,1
Y,400,deepseek-chat,2
Y,400,deepseek-chat,3
Y,400,deepseek-chat,4
Y,400,deepseek-chat,5
Y,400,deepseek-chat,6
Y,400,deepseek-chat,7
Y,400,deepseek-chat,8
Y,400,deepseek-chat,9
Y,400,deepseek-chat,10
Y,400,deepseek-chat,11
Y,400,deepseek-chat,12
Y,400,deepseek-chat,13
Y,400,deepseek-chat,14
Y,400,deepseek-chat,15
Y,400,deepseek-chat,16
Y,400,deepseek-chat,17
Y,400,deepseek-chat,18
Y,400,deepseek-chat,19
Y,400,deepseek-chat,20
Y,400,deepseek-chat,21
Y,400,deepseek-chat,22
Y,400,deepseek-chat,23
Y,400,deepseek-chat,24
Y,400,deepseek-chat,25
Y,400,deepseek-chat,26
Y,400,deepseek-chat,27
Y,400,deepseek-chat,28
Y,400,deepseek-chat,29
Y,420,deepseek-chat,0
Y,420,deepseek-chat,1
Y,420,deepseek-chat,2
Y,420,deepseek-chat,3
Y,420,deepseek-chat,4
Y,420,deepseek-chat,5
Y,420,deepseek-chat,6
Y,420,deepseek-chat,7
Y,420,deepseek-chat,8
Y,420,deepseek-chat,9
Y,420,deepseek-chat,10
Y,420,deepseek-chat,11
Y,420,deepseek-chat,12
Y,420,deepseek-chat,13
Y,420,deepseek-chat,14
Y,420,deepseek-chat,15
Y,420,deepseek-chat,16
Y,420,deepseek-chat,17
Y,420,deepseek-chat,18
Y,420,deepseek-chat,19
Y,420,deepseek-chat,20
Y,420,deepseek-chat,21
Y,420,deepseek-chat,22
Y,420,deepseek-chat,23
Y,420,deepseek-chat,24
Y,420,deepseek-chat,25
Y,420,deepseek-chat,26
Y,420,deepseek-chat,27
Y,420,deepseek-chat,28
Y,420,deepseek-chat,29
Y,440,deepseek-chat,0
Y,440,deepseek-chat,1
Y,440,deepseek-chat,2
Y,440,deepseek-chat,3
Y,440,deepseek-chat,4
Y,440,deepseek-chat,5
Y,440,deepseek-chat,6
Y,440,deepseek-chat,7
Y,440,deepseek-chat,8
Y,440,deepseek-chat,9
Y,440,deepseek-chat,10
Y,440,deepseek-chat,11
Y,440,deepseek-chat,12
Y,440,deepseek-chat,13
Y,440,deepseek-chat,14
Y,440,deepseek-chat,15
Y,440,deepseek-chat,16
Y,440,deepseek-chat,17
Y,440,deepseek-chat,18
Y,440,deepseek-chat,19
Y,440,deepseek-chat,20
Y,440,deepseek-chat,21
Y,440,deepseek-chat,22
Y,440,deepseek-chat,23
Y,440,deepseek-chat,24
Y,440,deepseek-chat,25
Y,440,deepseek-chat,26
Y,440,deepseek-chat,27
Y,440,deepseek-chat,28
Y,440,deepseek-chat,29
Y,460,deepseek-chat,0
Y,460,deepseek-chat,1
Y,460,deepseek-chat,2
Y,460,deepseek-chat,3
Y,460,deepseek-chat,4
Y,460,deepseek-chat,5
Y,460,deepseek-chat,6
Y,460,deepseek-chat,7
Y,460,deepseek-chat,8
Y,460,deepseek-chat,9
Y,460,deepseek-chat,10
Y,460,deepseek-chat,11
Y,460,deepseek-chat,12
Y,460,deepseek-chat,13
Y,460,deepseek-chat,14
Y,460,deepseek-chat,15
Y,460,deepseek-chat,16
Y,460,deepseek-chat,17
Y,460,deepseek-chat,18
Y,460,deepseek-chat,19
Y,460,deepseek-chat,20
Y,460,deepseek-chat,21
Y,460,deepseek-chat,22
Y,460,deepseek-chat,23
Y,460,deepseek-chat,24
Y,460,deepseek-chat,25
Y,460,deepseek-chat,26
Y,460,deepseek-chat,27
Y,460,deepseek-chat,28
Y,460,deepseek-chat,29
Y,480,deepseek-chat,0
Y,480,deepseek-chat,1
Y,480,deepseek-chat,2
Y,480,deepseek-chat,3
Y,480,deepseek-chat,4
Y,480,deepseek-chat,5
Y,480,deepseek-chat,6
Y,480,deepseek-chat,7
Y,480,deepseek-chat,8
Y,480,deepseek-chat,9
Y,480,deepseek-chat,10
Y,480,deepseek-chat,11
Y,480,deepseek-chat,12
Y,480,deepseek-chat,13
Y,480,deepseek-chat,14
Y,480,deepseek-chat,15
Y,480,deepseek-chat,16
Y,480,deepseek-chat,17
Y,480,deepseek-chat,18
Y,480,deepseek-chat,19
Y,480,deepseek-chat,20
Y,480,deepseek-chat,21
Y,480,deepseek-chat,22
Y,480,deepseek-chat,23
Y,480,deepseek-chat,24
Y,480,deepseek-chat,25
Y,480,deepseek-chat,26
Y,480,deepseek-chat,27
Y,480,deepseek-chat,28
Y,480,deepseek-chat,29
Y,500,deepseek-chat,0
Y,500,deepseek-chat,1
Y,500,deepseek-chat,2
Y,500,deepseek-chat,3
Y,500,deepseek-chat,4
Y,500,deepseek-chat,5
Y,500,deepseek-chat,6
Y,500,deepseek-chat,7
Y,500,deepseek-chat,8
Y,500,deepseek-chat,9
Y,500,deepseek-chat,10
Y,500,deepseek-chat,11
Y,500,deepseek-chat,12
Y,500,deepseek-chat,13
Y,500,deepseek-chat,14
Y,500,deepseek-chat,15
Y,500,deepseek-chat,16
Y,500,deepseek-chat,17
Y,500,deepseek-chat,18
Y,500,deepseek-chat,19
Y,500,deepseek-chat,20
Y,500,deepseek-chat,21
Y,500,deepseek-chat,22
Y,500,deepseek-chat,23
Y,500,deepseek-chat,24
Y,500,deepseek-chat,25
Y,500,deepseek-chat,26
Y,500,deepseek-chat,27
Y,500,deepseek-chat,28
Y,500,deepseek-chat,29
