answer,distance,model,run
N,160,gpt-5.1,8
N,160,gpt-5.1,9
Y,160,gpt-5.1,10
Y,160,gpt-5.1,11
Y,160,gpt-5.1,12
N,160,gpt-5.1,13
N,160,gpt-5.1,14
Y,160,gpt-5.1,15
N,160,gpt-5.1,16
N,160,gpt-5.1,17
N,160,gpt-5.1,18
Y,160,gpt-5.1,19
N,160,gpt-5.1,20
N,160,gpt-5.1,21
Y,160,gpt-5.1,22
N,160,gpt-5.1,23
N,160,gpt-5.1,24
Y,160,gpt-5.1,25
N,160,gpt-5.1,26
N,160,gpt-5.1,27
Y,160,gpt-5.1,28
Y,160,gpt-5.1,29
N,180,gpt-5.1,0
N,180,gpt-5.1,1
N,180,gpt-5.1,2
N,180,gpt-5.1,3
N,180,gpt-5.1,4
N,180,gpt-5.1,5
N,180,gpt-5.1,6
N,180,gpt-5.1,7
N,180,gpt-5.1,8
N,180,gpt-5.1,9
N,180,gpt-5.1,10
N,180,gpt-5.1,11
N,180,gpt-5.1,12
N,180,gpt-5.1,13
N,180,gpt-5.1,14
N,180,gpt-5.1,15
N,180,gpt-5.1,16
N,180,gpt-5.1,17
N,180,gpt-5.1,18
N,180,gpt-5.1,19
N,180,gpt-5.1,20
N,180,gpt-5.1,21
N,180,gpt-5.1,22
N,180,gpt-5.1,23
N,180,gpt-5.1,24
N,180,gpt-5.1,25
N,180,gpt-5.1,26
N,180,gpt-5.1,27
N,180,gpt-5.1,28
N,180,gpt-5.1,29
N,200,gpt-5.1,0
N,200,gpt-5.1,1
N,200,gpt-5.1,2
Y,200,gpt-5.1,3
Y,200,gpt-5.1,4
Y,200,gpt-5.1,5
Y,200,gpt-5.1,6
Y,200,gpt-5.1,7
N,200,gpt-5.1,8
N,200,gpt-5.1,9
N,200,gpt-5.1,10
N,200,gpt-5.1,11
Y,200,gpt-5.1,12
N,200,gpt-5.1,13
Y,200,gpt-5.1,14
N,200,gpt-5.1,15
N,200,gpt-5.1,16
N,200,gpt-5.1,17
N,200,gpt-5.1,18
Y,200,gpt-5.1,19
N,200,gpt-5.1,20
N,200,gpt-5.1,21
N,200,gpt-5.1,22
N,200,gpt-5.1,23
N,200,gpt-5.1,24
N,200,gpt-5.1,25
N,200,gpt-5.1,26
N,200,gpt-5.1,27
N,200,gpt-5.1,28
Y,200,gpt-5.1,29
Y,220,gpt-5.1,0
Y,220,gpt-5.1,1
Y,220,gpt-5.1,2
Y,220,gpt-5.1,3
Y,220,gpt-5.1,4
Y,220,gpt-5.1,5
Y,220,gpt-5.1,6
N,220,gpt-5.1,7
N,220,gpt-5.1,8
Y,220,gpt-5.1,9
N,220,gpt-5.1,10
N,220,gpt-5.1,11
Y,220,gpt-5.1,12
N,220,gpt-5.1,13
N,220,gpt-5.1,14
Y,220,gpt-5.1,15
Y,220,gpt-5.1,16
Y,220,gpt-5.1,17
N,220,gpt-5.1,18
Y,220,gpt-5.1,19
Y,220,gpt-5.1,20
Y,220,gpt-5.1,21
Y,220,gpt-5.1,22
Y,220,gpt-5.1,23
N,220,gpt-5.1,24
N,220,gpt-5.1,25
N,220,gpt-5.1,26
Y,220,gpt-5.1,27
Y,220,gpt-5.1,28
Y,220,gpt-5.1,29
N,240,gpt-5.1,0
N,240,gpt-5.1,1
N,240,gpt-5.1,2
N,240,gpt-5.1,3
N,240,gpt-5.1,4
Y,240,gpt-5.1,5
N,240,gpt-5.1,6
N,240,gpt-5.1,7
N,240,gpt-5.1,8
N,240,gpt-5.1,9
Y,240,gpt-5.1,10
N,240,gpt-5.1,11
N,240,gpt-5.1,12
Y,240,gpt-5.1,13
Y,240,gpt-5.1,14
N,240,gpt-5.1,15
N,240,gpt-5.1,16
N,240,gpt-5.1,17
Y,240,gpt-5.1,18
N,240,gpt-5.1,19
N,240,gpt-5.1,20
N,240,gpt-5.1,21
N,240,gpt-5.1,22
N,240,gpt-5.1,23
N,240,gpt-5.1,24
N,240,gpt-5.1,25
N,240,gpt-5.1,26
N,240,gpt-5.1,27
N,240,gpt-5.1,28
N,240,gpt-5.1,29
N,260,gpt-5.1,0
Y,260,gpt-5.1,1
Y,260,gpt-5.1,2
N,260,gpt-5.1,3
N,260,gpt-5.1,4
Y,260,gpt-5.1,5
N,260,gpt-5.1,6
N,260,gpt-5.1,7
Y,260,gpt-5.1,8
Y,260,gpt-5.1,9
Y,260,gpt-5.1,10
Y,260,gpt-5.1,11
Y,260,gpt-5.1,12
Y,260,gpt-5.1,13
Y,260,gpt-5.1,14
Y,260,gpt-5.1,15
Y,260,gpt-5.1,16
Y,260,gpt-5.1,17
Y,260,gpt-5.1,18
N,260,gpt-5.1,19
Y,260,gpt-5.1,20
N,260,gpt-5.1,21
Y,260,gpt-5.1,22
Y,260,gpt-5.1,23
N,260,gpt-5.1,24
N,260,gpt-5.1,25
Y,260,gpt-5.1,26
N,260,gpt-5.1,27
Y,260,gpt-5.1,28
Y,260,gpt-5.1,29
Y,280,gpt-5.1,0
Y,280,gpt-5.1,1
Y,280,gpt-5.1,2
Y,280,gpt-5.1,3
Y,280,gpt-5.1,4
Y,280,gpt-5.1,5
Y,280,gpt-5.1,6
Y,280,gpt-5.1,7
Y,280,gpt-5.1,8
Y,280,gpt-5.1,9
Y,280,gpt-5.1,10
Y,280,gpt-5.1,11
Y,280,gpt-5.1,12
Y,280,gpt-5.1,13
Y,280,gpt-5.1,14
Y,280,gpt-5.1,15
Y,280,gpt-5.1,16
Y,280,gpt-5.1,17
Y,280,gpt-5.1,18
Y,280,gpt-5.1,19
Y,280,gpt-5.1,20
Y,280,gpt-5.1,21
Y,280,gpt-5.1,22
Y,280,gpt-5.1,23
Y,280,gpt-5.1,24
Y,280,gpt-5.1,25
Y,280,gpt-5.1,26
Y,280,gpt-5.1,27
Y,280,gpt-5.1,28
Y,280,gpt-5.1,29
Y,300,gpt-5.1,0
Y,300,gpt-5.1,1
N,300,gpt-5.1,2
Y,300,gpt-5.1,3
N,300,gpt-5.1,4
Y,300,gpt-5.1,5
Y,300,gpt-5.1,6
N,300,gpt-5.1,7
Y,300,gpt-5.1,8
Y,300,gpt-5.1,9
Y,300,gpt-5.1,10
Y,300,gpt-5.1,11
Y,300,gpt-5.1,12
Y,300,gpt-5.1,13
Y,300,gpt-5.1,14
Y,300,gpt-5.1,15
N,300,gpt-5.1,16
Y,300,gpt-5.1,17
N,300,gpt-5.1,18
N,300,gpt-5.1,19
Y,300,gpt-5.1,20
Y,300,gpt-5.1,21
Y,300,gpt-5.1,22
Y,300,gpt-5.1,23
Y,300,gpt-5.1,24
Y,300,gpt-5.1,25
Y,300,gpt-5.1,26
N,300,gpt-5.1,27
N,300,gpt-5.1,28
Y,300,gpt-5.1,29
Y,320,gpt-5.1,0
Y,320,gpt-5.1,1
Y,320,gpt-5.1,2
Y,320,gpt-5.1,3
Y,320,gpt-5.1,4
Y,320,gpt-5.1,5
Y,320,gpt-5.1,6
Y,320,gpt-5.1,7
Y,320,gpt-5.1,8
Y,320,gpt-5.1,9
Y,320,gpt-5.1,10
Y,320,gpt-5.1,11
Y,320,gpt-5.1,12
Y,320,gpt-5.1,13
Y,320,gpt-5.1,14
Y,320,gpt-5.1,15
Y,320,gpt-5.1,16
Y,320,gpt-5.1,17
Y,320,gpt-5.1,18
Y,320,gpt-5.1,19
Y,320,gpt-5.1,20
Y,320,gpt-5.1,21
Y,320,gpt-5.1,22
Y,320,gpt-5.1,23
Y,320,gpt-5.1,24
Y,320,gpt-5.1,25
Y,320,gpt-5.1,26
Y,320,gpt-5.1,27
Y,320,gpt-5.1,28
Y,320,gpt-5.1,29
N,340,gpt-5.1,0
Y,340,gpt-5.1,1
N,340,gpt-5.1,2
Y,340,gpt-5.1,3
N,340,gpt-5.1,4
Y,340,gpt-5.1,5
Y,340,gpt-5.1,6
Y,340,gpt-5.1,7
Y,340,gpt-5.1,8
Y,340,gpt-5.1,9
Y,340,gpt-5.1,10
N,340,gpt-5.1,11
Y,340,gpt-5.1,12
N,340,gpt-5.1,13
Y,340,gpt-5.1,14
Y,340,gpt-5.1,15
Y,340,gpt-5.1,16
Y,340,gpt-5.1,17
Y,340,gpt-5.1,18
Y,340,gpt-5.1,19
Y,340,gpt-5.1,20
Y,340,gpt-5.1,21
N,340,gpt-5.1,22
Y,340,gpt-5.1,23
Y,340,gpt-5.1,24
Y,340,gpt-5.1,25
Y,340,gpt-5.1,26
Y,340,gpt-5.1,27
Y,340,gpt-5.1,28
Y,340,gpt-5.1,29
Y,360,gpt-5.1,0
Y,360,gpt-5.1,1
Y,360,gpt-5.1,2
Y,360,gpt-5.1,3
N,360,gpt-5.1,4
Y,360,gpt-5.1,5
N,360,gpt-5.1,6
Y,360,gpt-5.1,7
Y,360,gpt-5.1,8
Y,360,gpt-5.1,9
Y,360,gpt-5.1,10
Y,360,gpt-5.1,11
N,360,gpt-5.1,12
Y,360,gpt-5.1,13
Y,360,gpt-5.1,14
Y,360,gpt-5.1,15
Y,360,gpt-5.1,16
Y,360,gpt-5.1,17
Y,360,gpt-5.1,18
Y,360,gpt-5.1,19
Y,360,gpt-5.1,20
Y,360,gpt-5.1,21
Y,360,gpt-5.1,22
Y,360,gpt-5.1,23
Y,360,gpt-5.1,24
N,360,gpt-5.1,25
Y,360,gpt-5.1,26
Y,360,gpt-5.1,27
Y,360,gpt-5.1,28
Y,360,gpt-5.1,29
Y,380,gpt-5.1,0
N,380,gpt-5.1,1
Y,380,gpt-5.1,2
Y,380,gpt-5.1,3
Y,380,gpt-5.1,4
Y,380,gpt-5.1,5
N,380,gpt-5.1,6
Y,380,gpt-5.1,7
Y,380,gpt-5.1,8
Y,380,gpt-5.1,9
Y,380,gpt-5.1,10
Y,380,gpt-5.1,11
Y,380,gpt-5.1,12
Y,380,gpt-5.1,13
Y,380,gpt-5.1,14
Y,380,gpt-5.1,15
Y,380,gpt-5.1,16
Y,380,gpt-5.1,17
Y,380,gpt-5.1,18
Y,380,gpt-5.1,19
N,380,gpt-5.1,20
Y,380,gpt-5.1,21
N,380,gpt-5.1,22
Y,380,gpt-5.1,23
Y,380,gpt-5.1,24
Y,380,gpt-5.1,25
Y,380,gpt-5.1,26
Y,380,gpt-5.1,27
Y,380,gpt-5.1,28
Y,380,gpt-5.1,29
Y,400,gpt-5.1,0
Y,400,gpt-5.1,1
Y,400,gpt-5.1,2
Y,400,gpt-5.1,3
Y,400,gpt-5.1,4
Y,400,gpt-5.1,5
Y,400,gpt-5.1,6
Y,400,gpt-5.1,7
N,400,gpt-5.1,8
Y,400,gpt-5.1,9
Y,400,gpt-5.1,10
Y,400,gpt-5.1,11
Y,400,gpt-5.1,12
Y,400,gpt-5.1,13
Y,400,gpt-5.1,14
Y,400,gpt-5.1,15
Y,400,gpt-5.1,16
Y,400,gpt-5.1,17
N,400,gpt-5.1,18
N,400,gpt-5.1,19
Y,400,gpt-5.1,20
Y,400,gpt-5.1,21
Y,400,gpt-5.1,22
Y,400,gpt-5.1,23
N,400,gpt-5.1,24
Y,400,gpt-5.1,25
Y,400,gpt-5.1,26
Y,400,gpt-5.1,27
Y,400,gpt-5.1,28
Y,400,gpt-5.1,29
Y,420,gpt-5.1,0
Y,420,gpt-5.1,1
Y,420,gpt-5.1,2
Y,420,gpt-5.1,3
Y,420,gpt-5.1,4
Y,420,gpt-5.1,5
Y,420,gpt-5.1,6
Y,420,gpt-5.1,7
Y,420,gpt-5.1,8
Y,420,gpt-5.1,9
Y,420,gpt-5.1,10
Y,420,gpt-5.1,11
Y,420,gpt-5.1,12
Y,420,gpt-5.1,13
Y,420,gpt-5.1,14
Y,420,gpt-5.1,15
Y,420,gpt-5.1,16
Y,420,gpt-5.1,17
Y,420,gpt-5.1,18
Y,420,gpt-5.1,19
Y,420,gpt-5.1,20
Y,420,gpt-5.1,21
Y,420,gpt-5.1,22
Y,420,gpt-5.1,23
Y,420,gpt-5.1,24
Y,420,gpt-5.1,25
Y,420,gpt-5.1,26
Y,420,gpt-5.1,27
Y,420,gpt-5.1,28
Y,420,gpt-5.1,29
Y,440,gpt-5.1,0
Y,440,gpt-5.1,1
Y,440,gpt-5.1,2
Y,440,gpt-5.1,3
Y,440,gpt-5.1,4
Y,440,gpt-5.1,5
Y,440,gpt-5.1,6
Y,440,gpt-5.1,7
Y,440,gpt-5.1,8
Y,440,gpt-5.1,9
Y,440,gpt-5.1,10
Y,440,gpt-5.1,11
Y,440,gpt-5.1,12
Y,440,gpt-5.1,13
Y,440,gpt-5.1,14
Y,440,gpt-5.1,15
Y,440,gpt-5.1,16
Y,440,gpt-5.1,17
Y,440,gpt-5.1,18
Y,440,gpt-5.1,19
Y,440,gpt-5.1,20
Y,440,gpt-5.1,21
Y,440,gpt-5.1,22
N,440,gpt-5.1,23
Y,440,gpt-5.1,24
Y,440,gpt-5.1,25
Y,440,gpt-5.1,26
Y,440,gpt-5.1,27
Y,440,gpt-5.1,28
Y,440,gpt-5.1,29
Y,460,gpt-5.1,0
Y,460,gpt-5.1,1
Y,460,gpt-5.1,2
Y,460,gpt-5.1,3
Y,460,gpt-5.1,4
Y,460,gpt-5.1,5
Y,460,gpt-5.1,6
Y,460,gpt-5.1,7
Y,460,gpt-5.1,8
Y,460,gpt-5.1,9
Y,460,gpt-5.1,10
Y,460,gpt-5.1,11
Y,460,gpt-5.1,12
Y,460,gpt-5.1,13
Y,460,gpt-5.1,14
Y,460,gpt-5.1,15
Y,460,gpt-5.1,16
Y,460,gpt-5.1,17
Y,460,gpt-5.1,18
Y,460,gpt-5.1,19
Y,460,gpt-5.1,20
Y,460,gpt-5.1,21
Y,460,gpt-5.1,22
Y,460,gpt-5.1,23
Y,460,gpt-5.1,24
Y,460,gpt-5.1,25
Y,460,gpt-5.1,26
Y,460,gpt-5.1,27
Y,460,gpt-5.1,28
Y,460,gpt-5.1,29
Y,480,gpt-5.1,0
Y,480,gpt-5.1,1
Y,480,gpt-5.1,2
Y,480,gpt-5.1,3
Y,480,gpt-5.1,4
Y,480,gpt-5.1,5
Y,480,gpt-5.1,6
Y,480,gpt-5.1,7
Y,480,gpt-5.1,8
Y,480,gpt-5.1,9
Y,480,gpt-5.1,10
Y,480,gpt-5.1,11
Y,480,gpt-5.1,12
Y,480,gpt-5.1,13
Y,480,gpt-5.1,14
Y,480,gpt-5.1,15
Y,480,gpt-5.1,16
Y,480,gpt-5.1,17
Y,480,gpt-5.1,18
Y,480,gpt-5.1,19
Y,480,gpt-5.1,20
Y,480,gpt-5.1,21
Y,480,gpt-5.1,22
Y,480,gpt-5.1,23
Y,480,gpt-5.1,24
Y,480,gpt-5.1,25
Y,480,gpt-5.1,26
Y,480,gpt-5.1,27
Y,480,gpt-5.1,28
Y,480,gpt-5.1,29
Y,500,gpt-5.1,0
Y,500,gpt-5.1,1
Y,500,gpt-5.1,2
Y,500,gpt-5.1,3
Y,500,gpt-5.1,4
Y,500,gpt-5.1,5
Y,500,gpt-5.1,6
Y,500,gpt-5.1,7
Y,500,gpt-5.1,8
Y,500,gpt-5.1,9
Y,500,gpt-5.1,10
Y,500,gpt-5.1,11
Y,500,gpt-5.1,12
Y,500,gpt-5.1,13
Y,500,gpt-5.1,14
Y,500,gpt-5.1,15
Y,500,gpt-5.1,16
Y,500,gpt-5.1,17
Y,500,gpt-5.1,18
Y,500,gpt-5.1,19
Y,500,gpt-5.1,20
Y,500,gpt-5.1,21
Y,500,gpt-5.1,22
Y,500,gpt-5.1,23
Y,500,gpt-5.1,24
Y,500,gpt-5.1,25
Y,500,gpt-5.1,26
Y,500,gpt-5.1,27
Y,500,gpt-5.1,28
Y,500,gpt-5.1,29
