answer,distance,model,run
N,160,gemini-2.5-flash,28
N,160,gemini-2.5-flash,29
Y,180,gemini-2.5-flash,0
N,180,gemini-2.5-flash,1
Y,180,gemini-2.5-flash,2
N,180,gemini-2.5-flash,3
Y,180,gemini-2.5-flash,4
Y,180,gemini-2.5-flash,5
N,180,gemini-2.5-flash,6
Y,180,gemini-2.5-flash,7
Y,180,gemini-2.5-flash,8
N,180,gemini-2.5-flash,9
N,180,gemini-2.5-flash,10
Y,180,gemini-2.5-flash,11
N,180,gemini-2.5-flash,12
Y,180,gemini-2.5-flash,13
N,180,gemini-2.5-flash,14
N,180,gemini-2.5-flash,15
N,180,gemini-2.5-flash,16
Y,180,gemini-2.5-flash,17
N,180,gemini-2.5-flash,18
N,180,gemini-2.5-flash,19
N,180,gemini-2.5-flash,20
Y,180,gemini-2.5-flash,21
N,180,gemini-2.5-flash,22
N,180,gemini-2.5-flash,23
N,180,gemini-2.5-flash,24
N,180,gemini-2.5-flash,25
Y,180,gemini-2.5-flash,26
Y,180,gemini-2.5-flash,27
N,180,gemini-2.5-flash,28
N,180,gemini-2.5-flash,29
N,200,gemini-2.5-flash,0
Y,200,gemini-2.5-flash,1
Y,200,gemini-2.5-flash,2
N,200,gemini-2.5-flash,3
Y,200,gemini-2.5-flash,4
N,200,gemini-2.5-flash,5
N,200,gemini-2.5-flash,6
N,200,gemini-2.5-flash,7
N,200,gemini-2.5-flash,8
N,200,gemini-2.5-flash,9
N,200,gemini-2.5-flash,10
N,200,gemini-2.5-flash,11
N,200,gemini-2.5-flash,12
N,200,gemini-2.5-flash,13
N,200,gemini-2.5-flash,14
N,200,gemini-2.5-flash,15
N,200,gemini-2.5-flash,16
N,200,gemini-2.5-flash,17
N,200,gemini-2.5-flash,18
N,200,gemini-2.5-flash,19
N,200,gemini-2.5-flash,20
N,200,gemini-2.5-flash,21
N,200,gemini-2.5-flash,22
N,200,gemini-2.5-flash,23
N,200,gemini-2.5-flash,24
N,200,gemini-2.5-flash,25
N,200,gemini-2.5-flash,26
N,200,gemini-2.5-flash,27
N,200,gemini-2.5-flash,28
N,200,gemini-2.5-flash,29
N,220,gemini-2.5-flash,0
N,220,gemini-2.5-flash,1
N,220,gemini-2.5-flash,2
N,220,gemini-2.5-flash,3
N,220,gemini-2.5-flash,4
N,220,gemini-2.5-flash,5
N,220,gemini-2.5-flash,6
N,220,gemini-2.5-flash,7
N,220,gemini-2.5-flash,8
N,220,gemini-2.5-flash,9
N,220,gemini-2.5-flash,10
N,220,gemini-2.5-flash,11
N,220,gemini-2.5-flash,12
N,220,gemini-2.5-flash,13
N,220,gemini-2.5-flash,14
N,220,gemini-2.5-flash,15
N,220,gemini-2.5-flash,16
N,220,gemini-2.5-flash,17
N,220,gemini-2.5-flash,18
N,220,gemini-2.5-flash,19
N,220,gemini-2.5-flash,20
N,220,gemini-2.5-flash,21
N,220,gemini-2.5-flash,22
N,220,gemini-2.5-flash,23
N,220,gemini-2.5-flash,24
N,220,gemini-2.5-flash,25
N,220,gemini-2.5-flash,26
N,220,gemini-2.5-flash,27
N,220,gemini-2.5-flash,28
N,220,gemini-2.5-flash,29
N,240,gemini-2.5-flash,0
N,240,gemini-2.5-flash,1
Y,240,gemini-2.5-flash,2
N,240,gemini-2.5-flash,3
N,240,gemini-2.5-flash,4
N,240,gemini-2.5-flash,5
N,240,gemini-2.5-flash,6
Y,240,gemini-2.5-flash,7
N,240,gemini-2.5-flash,8
N,240,gemini-2.5-flash,9
N,240,gemini-2.5-flash,10
N,240,gemini-2.5-flash,11
N,240,gemini-2.5-flash,12
N,240,gemini-2.5-flash,13
N,240,gemini-2.5-flash,14
N,240,gemini-2.5-flash,15
Y,240,gemini-2.5-flash,16
Y,240,gemini-2.5-flash,17
Y,240,gemini-2.5-flash,18
N,240,gemini-2.5-flash,19
N,240,gemini-2.5-flash,20
Y,240,gemini-2.5-flash,21
N,240,gemini-2.5-flash,22
N,240,gemini-2.5-flash,23
N,240,gemini-2.5-flash,24
N,240,gemini-2.5-flash,25
N,240,gemini-2.5-flash,26
Y,240,gemini-2.5-flash,27
N,240,gemini-2.5-flash,28
N,240,gemini-2.5-flash,29
N,260,gemini-2.5-flash,0
Y,260,gemini-2.5-flash,1
N,260,gemini-2.5-flash,2
N,260,gemini-2.5-flash,3
Y,260,gemini-2.5-flash,4
N,260,gemini-2.5-flash,5
N,260,gemini-2.5-flash,6
N,260,gemini-2.5-flash,7
N,260,gemini-2.5-flash,8
N,260,gemini-2.5-flash,9
N,260,gemini-2.5-flash,10
N,260,gemini-2.5-flash,11
Y,260,gemini-2.5-flash,12
N,260,gemini-2.5-flash,13
N,260,gemini-2.5-flash,14
N,260,gemini-2.5-flash,15
N,260,gemini-2.5-flash,16
Y,260,gemini-2.5-flash,17
Y,260,gemini-2.5-flash,18
Y,260,gemini-2.5-flash,19
N,260,gemini-2.5-flash,20
N,260,gemini-2.5-flash,21
N,260,gemini-2.5-flash,22
N,260,gemini-2.5-flash,23
N,260,gemini-2.5-flash,24
Y,260,gemini-2.5-flash,25
N,260,gemini-2.5-flash,26
N,260,gemini-2.5-flash,27
Y,260,gemini-2.5-flash,28
Y,260,gemini-2.5-flash,29
N,280,gemini-2.5-flash,0
N,280,gemini-2.5-flash,1
N,280,gemini-2.5-flash,2
N,280,gemini-2.5-flash,3
N,280,gemini-2.5-flash,4
N,280,gemini-2.5-flash,5
N,280,gemini-2.5-flash,6
N,280,gemini-2.5-flash,7
N,280,gemini-2.5-flash,8
N,280,gemini-2.5-flash,9
N,280,gemini-2.5-flash,10
Y,280,gemini-2.5-flash,11
N,280,gemini-2.5-flash,12
N,280,gemini-2.5-flash,13
N,280,gemini-2.5-flash,14
N,280,gemini-2.5-flash,15
N,280,gemini-2.5-flash,16
N,280,gemini-2.5-flash,17
N,280,gemini-2.5-flash,18
N,280,gemini-2.5-flash,19
N,280,gemini-2.5-flash,20
N,280,gemini-2.5-flash,21
N,280,gemini-2.5-flash,22
N,280,gemini-2.5-flash,23
N,280,gemini-2.5-flash,24
N,280,gemini-2.5-flash,25
N,280,gemini-2.5-flash,26
N,280,gemini-2.5-flash,27
N,280,gemini-2.5-flash,28
N,280,gemini-2.5-flash,29
N,300,gemini-2.5-flash,0
Y,300,gemini-2.5-flash,1
Y,300,gemini-2.5-flash,2
Y,300,gemini-2.5-flash,3
Y,300,gemini-2.5-flash,4
Y,300,gemini-2.5-flash,5
Y,300,gemini-2.5-flash,6
Y,300,gemini-2.5-flash,7
Y,300,gemini-2.5-flash,8
Y,300,gemini-2.5-flash,9
Y,300,gemini-2.5-flash,10
Y,300,gemini-2.5-flash,11
Y,300,gemini-2.5-flash,12
Y,300,gemini-2.5-flash,13
Y,300,gemini-2.5-flash,14
Y,300,gemini-2.5-flash,15
Y,300,gemini-2.5-flash,16
Y,300,gemini-2.5-flash,17
Y,300,gemini-2.5-flash,18
Y,300,gemini-2.5-flash,19
N,300,gemini-2.5-flash,20
Y,300,gemini-2.5-flash,21
Y,300,gemini-2.5-flash,22
Y,300,gemini-2.5-flash,23
Y,300,gemini-2.5-flash,24
Y,300,gemini-2.5-flash,25
N,300,gemini-2.5-flash,26
Y,300,gemini-2.5-flash,27
Y,300,gemini-2.5-flash,28
Y,300,gemini-2.5-flash,29
Y,320,gemini-2.5-flash,0
N,320,gemini-2.5-flash,1
N,320,gemini-2.5-flash,2
Y,320,gemini-2.5-flash,3
N,320,gemini-2.5-flash,4
N,320,gemini-2.5-flash,5
N,320,gemini-2.5-flash,6
N,320,gemini-2.5-flash,7
N,320,gemini-2.5-flash,8
N,320,gemini-2.5-flash,9
N,320,gemini-2.5-flash,10
N,320,gemini-2.5-flash,11
Y,320,gemini-2.5-flash,12
Y,320,gemini-2.5-flash,13
N,320,gemini-2.5-flash,14
N,320,gemini-2.5-flash,15
N,320,gemini-2.5-flash,16
N,320,gemini-2.5-flash,17
Y,320,gemini-2.5-flash,18
Y,320,gemini-2.5-flash,19
N,320,gemini-2.5-flash,20
N,320,gemini-2.5-flash,21
Y,320,gemini-2.5-flash,22
N,320,gemini-2.5-flash,23
N,320,gemini-2.5-flash,24
N,320,gemini-2.5-flash,25
Y,320,gemini-2.5-flash,26
N,320,gemini-2.5-flash,27
N,320,gemini-2.5-flash,28
Y,320,gemini-2.5-flash,29
N,340,gemini-2.5-flash,0
Y,340,gemini-2.5-flash,1
N,340,gemini-2.5-flash,2
N,340,gemini-2.5-flash,3
N,340,gemini-2.5-flash,4
N,340,gemini-2.5-flash,5
N,340,gemini-2.5-flash,6
N,340,gemini-2.5-flash,7
N,340,gemini-2.5-flash,8
N,340,gemini-2.5-flash,9
N,340,gemini-2.5-flash,10
Y,340,gemini-2.5-flash,11
N,340,gemini-2.5-flash,12
N,340,gemini-2.5-flash,13
Y,340,gemini-2.5-flash,14
N,340,gemini-2.5-flash,15
N,340,gemini-2.5-flash,16
N,340,gemini-2.5-flash,17
N,340,gemini-2.5-flash,18
N,340,gemini-2.5-flash,19
N,340,gemini-2.5-flash,20
N,340,gemini-2.5-flash,21
N,340,gemini-2.5-flash,22
N,340,gemini-2.5-flash,23
N,340,gemini-2.5-flash,24
N,340,gemini-2.5-flash,25
N,340,gemini-2.5-flash,26
N,340,gemini-2.5-flash,27
N,340,gemini-2.5-flash,28
N,340,gemini-2.5-flash,29
N,360,gemini-2.5-flash,0
N,360,gemini-2.5-flash,1
N,360,gemini-2.5-flash,2
Y,360,gemini-2.5-flash,3
N,360,gemini-2.5-flash,4
Y,360,gemini-2.5-flash,5
N,360,gemini-2.5-flash,6
Y,360,gemini-2.5-flash,7
N,360,gemini-2.5-flash,8
Y,360,gemini-2.5-flash,9
Y,360,gemini-2.5-flash,10
Y,360,gemini-2.5-flash,11
Y,360,gemini-2.5-flash,12
N,360,gemini-2.5-flash,13
N,360,gemini-2.5-flash,14
N,360,gemini-2.5-flash,15
Y,360,gemini-2.5-flash,16
N,360,gemini-2.5-flash,17
N,360,gemini-2.5-flash,18
N,360,gemini-2.5-flash,19
Y,360,gemini-2.5-flash,20
N,360,gemini-2.5-flash,21
N,360,gemini-2.5-flash,22
N,360,gemini-2.5-flash,23
Y,360,gemini-2.5-flash,24
N,360,gemini-2.5-flash,25
Y,360,gemini-2.5-flash,26
N,360,gemini-2.5-flash,27
N,360,gemini-2.5-flash,28
N,360,gemini-2.5-flash,29
N,380,gemini-2.5-flash,0
N,380,gemini-2.5-flash,1
N,380,gemini-2.5-flash,2
N,380,gemini-2.5-flash,3
N,380,gemini-2.5-flash,4
N,380,gemini-2.5-flash,5
N,380,gemini-2.5-flash,6
N,380,gemini-2.5-flash,7
N,380,gemini-2.5-flash,8
N,380,gemini-2.5-flash,9
N,380,gemini-2.5-flash,10
N,380,gemini-2.5-flash,11
N,380,gemini-2.5-flash,12
N,380,gemini-2.5-flash,13
N,380,gemini-2.5-flash,14
Y,380,gemini-2.5-flash,15
N,380,gemini-2.5-flash,16
N,380,gemini-2.5-flash,17
N,380,gemini-2.5-flash,18
N,380,gemini-2.5-flash,19
N,380,gemini-2.5-flash,20
N,380,gemini-2.5-flash,21
N,380,gemini-2.5-flash,22
N,380,gemini-2.5-flash,23
N,380,gemini-2.5-flash,24
N,380,gemini-2.5-flash,25
N,380,gemini-2.5-flash,26
N,380,gemini-2.5-flash,27
N,380,gemini-2.5-flash,28
N,380,gemini-2.5-flash,29
Y,400,gemini-2.5-flash,0
Y,400,gemini-2.5-flash,1
N,400,gemini-2.5-flash,2
Y,400,gemini-2.5-flash,3
Y,400,gemini-2.5-flash,4
N,400,gemini-2.5-flash,5
Y,400,gemini-2.5-flash,6
N,400,gemini-2.5-flash,7
Y,400,gemini-2.5-flash,8
N,400,gemini-2.5-flash,9
N,400,gemini-2.5-flash,10
Y,400,gemini-2.5-flash,11
Y,400,gemini-2.5-flash,12
N,400,gemini-2.5-flash,13
N,400,gemini-2.5-flash,14
N,400,gemini-2.5-flash,15
N,400,gemini-2.5-flash,16
Y,400,gemini-2.5-flash,17
Y,400,gemini-2.5-flash,18
Y,400,gemini-2.5-flash,19
Y,400,gemini-2.5-flash,20
Y,400,gemini-2.5-flash,21
Y,400,gemini-2.5-flash,22
N,400,gemini-2.5-flash,23
Y,400,gemini-2.5-flash,24
Y,400,gemini-2.5-flash,25
Y,400,gemini-2.5-flash,26
N,400,gemini-2.5-flash,27
Y,400,gemini-2.5-flash,28
Y,400,gemini-2.5-flash,29
Y,420,gemini-2.5-flash,0
Y,420,gemini-2.5-flash,1
Y,420,gemini-2.5-flash,2
Y,420,gemini-2.5-flash,3
Y,420,gemini-2.5-flash,4
Y,420,gemini-2.5-flash,5
Y,420,gemini-2.5-flash,6
Y,420,gemini-2.5-flash,7
Y,420,gemini-2.5-flash,8
Y,420,gemini-2.5-flash,9
Y,420,gemini-2.5-flash,10
Y,420,gemini-2.5-flash,11
Y,420,gemini-2.5-flash,12
Y,420,gemini-2.5-flash,13
Y,420,gemini-2.5-flash,14
Y,420,gemini-2.5-flash,15
Y,420,gemini-2.5-flash,16
Y,420,gemini-2.5-flash,17
Y,420,gemini-2.5-flash,18
Y,420,gemini-2.5-flash,19
Y,420,gemini-2.5-flash,20
Y,420,gemini-2.5-flash,21
Y,420,gemini-2.5-flash,22
Y,420,gemini-2.5-flash,23
Y,420,gemini-2.5-flash,24
Y,420,gemini-2.5-flash,25
Y,420,gemini-2.5-flash,26
Y,420,gemini-2.5-flash,27
N,420,gemini-2.5-flash,28
N,420,gemini-2.5-flash,29
Y,440,gemini-2.5-flash,0
N,440,gemini-2.5-flash,1
Y,440,gemini-2.5-flash,2
Y,440,gemini-2.5-flash,3
Y,440,gemini-2.5-flash,4
Y,440,gemini-2.5-flash,5
N,440,gemini-2.5-flash,6
Y,440,gemini-2.5-flash,7
Y,440,gemini-2.5-flash,8
Y,440,gemini-2.5-flash,9
N,440,gemini-2.5-flash,10
N,440,gemini-2.5-flash,11
N,440,gemini-2.5-flash,12
N,440,gemini-2.5-flash,13
N,440,gemini-2.5-flash,14
N,440,gemini-2.5-flash,15
N,440,gemini-2.5-flash,16
N,440,gemini-2.5-flash,17
N,440,gemini-2.5-flash,18
N,440,gemini-2.5-flash,19
N,440,gemini-2.5-flash,20
N,440,gemini-2.5-flash,21
Y,440,gemini-2.5-flash,22
N,440,gemini-2.5-flash,23
Y,440,gemini-2.5-flash,24
N,440,gemini-2.5-flash,25
Y,440,gemini-2.5-flash,26
N,440,gemini-2.5-flash,27
Y,440,gemini-2.5-flash,28
N,440,gemini-2.5-flash,29
N,460,gemini-2.5-flash,0
N,460,gemini-2.5-flash,1
Y,460,gemini-2.5-flash,2
N,460,gemini-2.5-flash,3
N,460,gemini-2.5-flash,4
N,460,gemini-2.5-flash,5
N,460,gemini-2.5-flash,6
N,460,gemini-2.5-flash,7
N,460,gemini-2.5-flash,8
N,460,gemini-2.5-flash,9
N,460,gemini-2.5-flash,10
Y,460,gemini-2.5-flash,11
N,460,gemini-2.5-flash,12
N,460,gemini-2.5-flash,13
Y,460,gemini-2.5-flash,14
N,460,gemini-2.5-flash,15
N,460,gemini-2.5-flash,16
Y,460,gemini-2.5-flash,17
N,460,gemini-2.5-flash,18
N,460,gemini-2.5-flash,19
N,460,gemini-2.5-flash,20
Y,460,gemini-2.5-flash,21
Y,460,gemini-2.5-flash,22
Y,460,gemini-2.5-flash,23
Y,460,gemini-2.5-flash,24
Y,460,gemini-2.5-flash,25
N,460,gemini-2.5-flash,26
N,460,gemini-2.5-flash,27
N,460,gemini-2.5-flash,28
N,460,gemini-2.5-flash,29
Y,480,gemini-2.5-flash,0
Y,480,gemini-2.5-flash,1
Y,480,gemini-2.5-flash,2
N,480,gemini-2.5-flash,3
Y,480,gemini-2.5-flash,4
N,480,gemini-2.5-flash,5
Y,480,gemini-2.5-flash,6
N,480,gemini-2.5-flash,7
Y,480,gemini-2.5-flash,8
N,480,gemini-2.5-flash,9
N,480,gemini-2.5-flash,10
N,480,gemini-2.5-flash,11
Y,480,gemini-2.5-flash,12
Y,480,gemini-2.5-flash,13
Y,480,gemini-2.5-flash,14
N,480,gemini-2.5-flash,15
N,480,gemini-2.5-flash,16
N,480,gemini-2.5-flash,17
Y,480,gemini-2.5-flash,18
N,480,gemini-2.5-flash,19
Y,480,gemini-2.5-flash,20
Y,480,gemini-2.5-flash,21
Y,480,gemini-2.5-flash,22
N,480,gemini-2.5-flash,23
N,480,gemini-2.5-flash,24
N,480,gemini-2.5-flash,25
Y,480,gemini-2.5-flash,26
N,480,gemini-2.5-flash,27
N,480,gemini-2.5-flash,28
Y,480,gemini-2.5-flash,29
Y,500,gemini-2.5-flash,0
Y,500,gemini-2.5-flash,1
Y,500,gemini-2.5-flash,2
Y,500,gemini-2.5-flash,3
Y,500,gemini-2.5-flash,4
Y,500,gemini-2.5-flash,5
Y,500,gemini-2.5-flash,6
N,500,gemini-2.5-flash,7
Y,500,gemini-2.5-flash,8
Y,500,gemini-2.5-flash,9
Y,500,gemini-2.5-flash,10
Y,500,gemini-2.5-flash,11
Y,500,gemini-2.5-flash,12
Y,500,gemini-2.5-flash,13
Y,500,gemini-2.5-flash,14
Y,500,gemini-2.5-flash,15
N,500,gemini-2.5-flash,16
Y,500,gemini-2.5-flash,17
N,500,gemini-2.5-flash,18
Y,500,gemini-2.5-flash,19
Y,500,gemini-2.5-flash,20
Y,500,gemini-2.5-flash,21
Y,500,gemini-2.5-flash,22
Y,500,gemini-2.5-flash,23
Y,500,gemini-2.5-flash,24
Y,500,gemini-2.5-flash,25
Y,500,gemini-2.5-flash,26
Y,500,gemini-2.5-flash,27
Y,500,gemini-2.5-flash,28
Y,500,gemini-2.5-flash,29
