answer,distance,model,run
N,6,gpt-5.1,22
N,6,gpt-5.1,23
N,6,gpt-5.1,24
N,6,gpt-5.1,25
N,6,gpt-5.1,26
N,6,gpt-5.1,27
N,6,gpt-5.1,28
N,6,gpt-5.1,29
N,8,gpt-5.1,0
Y,8,gpt-5.1,1
Y,8,gpt-5.1,2
N,8,gpt-5.1,3
Y,8,gpt-5.1,4
Y,8,gpt-5.1,5
Y,8,gpt-5.1,6
N,8,gpt-5.1,7
Y,8,gpt-5.1,8
Y,8,gpt-5.1,9
Y,8,gpt-5.1,10
Y,8,gpt-5.1,11
N,8,gpt-5.1,12
Y,8,gpt-5.1,13
Y,8,gpt-5.1,14
N,8,gpt-5.1,15
Y,8,gpt-5.1,16
Y,8,gpt-5.1,17
Y,8,gpt-5.1,18
Y,8,gpt-5.1,19
N,8,gpt-5.1,20
N,8,gpt-5.1,21
Y,8,gpt-5.1,22
Y,8,gpt-5.1,23
Y,8,gpt-5.1,24
N,8,gpt-5.1,25
N,8,gpt-5.1,26
N,8,gpt-5.1,27
N,8,gpt-5.1,28
N,8,gpt-5.1,29
Y,10,gpt-5.1,0
N,10,gpt-5.1,1
Y,10,gpt-5.1,2
N,10,gpt-5.1,3
Y,10,gpt-5.1,4
Y,10,gpt-5.1,5
N,10,gpt-5.1,6
Y,10,gpt-5.1,7
Y,10,gpt-5.1,8
Y,10,gpt-5.1,9
Y,10,gpt-5.1,10
N,10,gpt-5.1,11
N,10,gpt-5.1,12
N,10,gpt-5.1,13
N,10,gpt-5.1,14
N,10,gpt-5.1,15
N,10,gpt-5.1,16
Y,10,gpt-5.1,17
N,10,gpt-5.1,18
N,10,gpt-5.1,19
Y,10,gpt-5.1,20
N,10,gpt-5.1,21
Y,10,gpt-5.1,22
N,10,gpt-5.1,23
N,10,gpt-5.1,24
Y,10,gpt-5.1,25
N,10,gpt-5.1,26
Y,10,gpt-5.1,27
Y,10,gpt-5.1,28
N,10,gpt-5.1,29
N,12,gpt-5.1,0
N,12,gpt-5.1,1
N,12,gpt-5.1,2
N,12,gpt-5.1,3
N,12,gpt-5.1,4
N,12,gpt-5.1,5
N,12,gpt-5.1,6
N,12,gpt-5.1,7
N,12,gpt-5.1,8
N,12,gpt-5.1,9
N,12,gpt-5.1,10
N,12,gpt-5.1,11
N,12,gpt-5.1,12
N,12,gpt-5.1,13
N,12,gpt-5.1,14
N,12,gpt-5.1,15
N,12,gpt-5.1,16
N,12,gpt-5.1,17
N,12,gpt-5.1,18
N,12,gpt-5.1,19
N,12,gpt-5.1,20
N,12,gpt-5.1,21
N,12,gpt-5.1,22
N,12,gpt-5.1,23
N,12,gpt-5.1,24
N,12,gpt-5.1,25
N,12,gpt-5.1,26
N,12,gpt-5.1,27
N,12,gpt-5.1,28
N,12,gpt-5.1,29
N,14,gpt-5.1,0
N,14,gpt-5.1,1
N,14,gpt-5.1,2
N,14,gpt-5.1,3
N,14,gpt-5.1,4
N,14,gpt-5.1,5
N,14,gpt-5.1,6
N,14,gpt-5.1,7
N,14,gpt-5.1,8
N,14,gpt-5.1,9
N,14,gpt-5.1,10
N,14,gpt-5.1,11
N,14,gpt-5.1,12
N,14,gpt-5.1,13
N,14,gpt-5.1,14
N,14,gpt-5.1,15
N,14,gpt-5.1,16
N,14,gpt-5.1,17
N,14,gpt-5.1,18
N,14,gpt-5.1,19
N,14,gpt-5.1,20
N,14,gpt-5.1,21
N,14,gpt-5.1,22
N,14,gpt-5.1,23
N,14,gpt-5.1,24
N,14,gpt-5.1,25
N,14,gpt-5.1,26
N,14,gpt-5.1,27
N,14,gpt-5.1,28
N,14,gpt-5.1,29
Y,16,gpt-5.1,0
Y,16,gpt-5.1,1
N,16,gpt-5.1,2
Y,16,gpt-5.1,3
N,16,gpt-5.1,4
Y,16,gpt-5.1,5
Y,16,gpt-5.1,6
Y,16,gpt-5.1,7
N,16,gpt-5.1,8
Y,16,gpt-5.1,9
N,16,gpt-5.1,10
Y,16,gpt-5.1,11
N,16,gpt-5.1,12
Y,16,gpt-5.1,13
Y,16,gpt-5.1,14
N,16,gpt-5.1,15
N,16,gpt-5.1,16
N,16,gpt-5.1,17
N,16,gpt-5.1,18
N,16,gpt-5.1,19
Y,16,gpt-5.1,20
N,16,gpt-5.1,21
N,16,gpt-5.1,22
N,16,gpt-5.1,23
Y,16,gpt-5.1,24
N,16,gpt-5.1,25
Y,16,gpt-5.1,26
Y,16,gpt-5.1,27
Y,16,gpt-5.1,28
Y,16,gpt-5.1,29
Y,18,gpt-5.1,0
Y,18,gpt-5.1,1
Y,18,gpt-5.1,2
Y,18,gpt-5.1,3
Y,18,gpt-5.1,4
Y,18,gpt-5.1,5
Y,18,gpt-5.1,6
Y,18,gpt-5.1,7
Y,18,gpt-5.1,8
Y,18,gpt-5.1,9
Y,18,gpt-5.1,10
Y,18,gpt-5.1,11
Y,18,gpt-5.1,12
Y,18,gpt-5.1,13
Y,18,gpt-5.1,14
Y,18,gpt-5.1,15
Y,18,gpt-5.1,16
Y,18,gpt-5.1,17
Y,18,gpt-5.1,18
Y,18,gpt-5.1,19
Y,18,gpt-5.1,20
Y,18,gpt-5.1,21
Y,18,gpt-5.1,22
Y,18,gpt-5.1,23
Y,18,gpt-5.1,24
Y,18,gpt-5.1,25
Y,18,gpt-5.1,26
Y,18,gpt-5.1,27
Y,18,gpt-5.1,28
Y,18,gpt-5.1,29
Y,20,gpt-5.1,0
Y,20,gpt-5.1,1
Y,20,gpt-5.1,2
Y,20,gpt-5.1,3
Y,20,gpt-5.1,4
Y,20,gpt-5.1,5
Y,20,gpt-5.1,6
Y,20,gpt-5.1,7
Y,20,gpt-5.1,8
Y,20,gpt-5.1,9
Y,20,gpt-5.1,10
Y,20,gpt-5.1,11
Y,20,gpt-5.1,12
Y,20,gpt-5.1,13
Y,20,gpt-5.1,14
Y,20,gpt-5.1,15
Y,20,gpt-5.1,16
Y,20,gpt-5.1,17
Y,20,gpt-5.1,18
Y,20,gpt-5.1,19
Y,20,gpt-5.1,20
Y,20,gpt-5.1,21
Y,20,gpt-5.1,22
Y,20,gpt-5.1,23
Y,20,gpt-5.1,24
Y,20,gpt-5.1,25
Y,20,gpt-5.1,26
Y,20,gpt-5.1,27
Y,20,gpt-5.1,28
Y,20,gpt-5.1,29
Y,22,gpt-5.1,0
Y,22,gpt-5.1,1
Y,22,gpt-5.1,2
Y,22,gpt-5.1,3
Y,22,gpt-5.1,4
Y,22,gpt-5.1,5
Y,22,gpt-5.1,6
Y,22,gpt-5.1,7
Y,22,gpt-5.1,8
Y,22,gpt-5.1,9
Y,22,gpt-5.1,10
Y,22,gpt-5.1,11
Y,22,gpt-5.1,12
Y,22,gpt-5.1,13
Y,22,gpt-5.1,14
Y,22,gpt-5.1,15
Y,22,gpt-5.1,16
Y,22,gpt-5.1,17
Y,22,gpt-5.1,18
Y,22,gpt-5.1,19
Y,22,gpt-5.1,20
Y,22,gpt-5.1,21
Y,22,gpt-5.1,22
Y,22,gpt-5.1,23
Y,22,gpt-5.1,24
Y,22,gpt-5.1,25
Y,22,gpt-5.1,26
Y,22,gpt-5.1,27
Y,22,gpt-5.1,28
Y,22,gpt-5.1,29
Y,24,gpt-5.1,0
Y,24,gpt-5.1,1
Y,24,gpt-5.1,2
Y,24,gpt-5.1,3
Y,24,gpt-5.1,4
Y,24,gpt-5.1,5
Y,24,gpt-5.1,6
Y,24,gpt-5.1,7
Y,24,gpt-5.1,8
Y,24,gpt-5.1,9
Y,24,gpt-5.1,10
Y,24,gpt-5.1,11
Y,24,gpt-5.1,12
Y,24,gpt-5.1,13
Y,24,gpt-5.1,14
Y,24,gpt-5.1,15
Y,24,gpt-5.1,16
Y,24,gpt-5.1,17
Y,24,gpt-5.1,18
Y,24,gpt-5.1,19
Y,24,gpt-5.1,20
Y,24,gpt-5.1,21
Y,24,gpt-5.1,22
Y,24,gpt-5.1,23
Y,24,gpt-5.1,24
Y,24,gpt-5.1,25
Y,24,gpt-5.1,26
Y,24,gpt-5.1,27
Y,24,gpt-5.1,28
Y,24,gpt-5.1,29
Y,26,gpt-5.1,0
Y,26,gpt-5.1,1
Y,26,gpt-5.1,2
Y,26,gpt-5.1,3
Y,26,gpt-5.1,4
Y,26,gpt-5.1,5
Y,26,gpt-5.1,6
Y,26,gpt-5.1,7
Y,26,gpt-5.1,8
Y,26,gpt-5.1,9
Y,26,gpt-5.1,10
Y,26,gpt-5.1,11
Y,26,gpt-5.1,12
Y,26,gpt-5.1,13
Y,26,gpt-5.1,14
Y,26,gpt-5.1,15
Y,26,gpt-5.1,16
Y,26,gpt-5.1,17
Y,26,gpt-5.1,18
Y,26,gpt-5.1,19
Y,26,gpt-5.1,20
Y,26,gpt-5.1,21
Y,26,gpt-5.1,22
Y,26,gpt-5.1,23
Y,26,gpt-5.1,24
Y,26,gpt-5.1,25
Y,26,gpt-5.1,26
Y,26,gpt-5.1,27
Y,26,gpt-5.1,28
Y,26,gpt-5.1,29
Y,28,gpt-5.1,0
Y,28,gpt-5.1,1
Y,28,gpt-5.1,2
Y,28,gpt-5.1,3
Y,28,gpt-5.1,4
Y,28,gpt-5.1,5
Y,28,gpt-5.1,6
Y,28,gpt-5.1,7
Y,28,gpt-5.1,8
Y,28,gpt-5.1,9
Y,28,gpt-5.1,10
Y,28,gpt-5.1,11
Y,28,gpt-5.1,12
Y,28,gpt-5.1,13
Y,28,gpt-5.1,14
Y,28,gpt-5.1,15
Y,28,gpt-5.1,16
Y,28,gpt-5.1,17
Y,28,gpt-5.1,18
Y,28,gpt-5.1,19
Y,28,gpt-5.1,20
Y,28,gpt-5.1,21
Y,28,gpt-5.1,22
Y,28,gpt-5.1,23
Y,28,gpt-5.1,24
Y,28,gpt-5.1,25
Y,28,gpt-5.1,26
Y,28,gpt-5.1,27
Y,28,gpt-5.1,28
Y,28,gpt-5.1,29
Y,30,gpt-5.1,0
Y,30,gpt-5.1,1
Y,30,gpt-5.1,2
N,30,gpt-5.1,3
Y,30,gpt-5.1,4
Y,30,gpt-5.1,5
Y,30,gpt-5.1,6
N,30,gpt-5.1,7
Y,30,gpt-5.1,8
Y,30,gpt-5.1,9
N,30,gpt-5.1,10
Y,30,gpt-5.1,11
Y,30,gpt-5.1,12
Y,30,gpt-5.1,13
Y,30,gpt-5.1,14
Y,30,gpt-5.1,15
Y,30,gpt-5.1,16
Y,30,gpt-5.1,17
Y,30,gpt-5.1,18
Y,30,gpt-5.1,19
Y,30,gpt-5.1,20
N,30,gpt-5.1,21
Y,30,gpt-5.1,22
Y,30,gpt-5.1,23
N,30,gpt-5.1,24
N,30,gpt-5.1,25
N,30,gpt-5.1,26
Y,30,gpt-5.1,27
N,30,gpt-5.1,28
Y,30,gpt-5.1,29
N,32,gpt-5.1,0
N,32,gpt-5.1,1
Y,32,gpt-5.1,2
Y,32,gpt-5.1,3
Y,32,gpt-5.1,4
Y,32,gpt-5.1,5
Y,32,gpt-5.1,6
N,32,gpt-5.1,7
Y,32,gpt-5.1,8
N,32,gpt-5.1,9
Y,32,gpt-5.1,10
Y,32,gpt-5.1,11
Y,32,gpt-5.1,12
N,32,gpt-5.1,13
Y,32,gpt-5.1,14
Y,32,gpt-5.1,15
N,32,gpt-5.1,16
Y,32,gpt-5.1,17
N,32,gpt-5.1,18
Y,32,gpt-5.1,19
Y,32,gpt-5.1,20
Y,32,gpt-5.1,21
N,32,gpt-5.1,22
Y,32,gpt-5.1,23
Y,32,gpt-5.1,24
Y,32,gpt-5.1,25
Y,32,gpt-5.1,26
Y,32,gpt-5.1,27
N,32,gpt-5.1,28
Y,32,gpt-5.1,29
Y,34,gpt-5.1,0
N,34,gpt-5.1,1
N,34,gpt-5.1,2
N,34,gpt-5.1,3
N,34,gpt-5.1,4
Y,34,gpt-5.1,5
Y,34,gpt-5.1,6
N,34,gpt-5.1,7
Y,34,gpt-5.1,8
Y,34,gpt-5.1,9
N,34,gpt-5.1,10
Y,34,gpt-5.1,11
Y,34,gpt-5.1,12
N,34,gpt-5.1,13
Y,34,gpt-5.1,14
N,34,gpt-5.1,15
N,34,gpt-5.1,16
Y,34,gpt-5.1,17
Y,34,gpt-5.1,18
N,34,gpt-5.1,19
Y,34,gpt-5.1,20
Y,34,gpt-5.1,21
Y,34,gpt-5.1,22
N,34,gpt-5.1,23
N,34,gpt-5.1,24
Y,34,gpt-5.1,25
Y,34,gpt-5.1,26
N,34,gpt-5.1,27
Y,34,gpt-5.1,28
N,34,gpt-5.1,29
Y,36,gpt-5.1,0
Y,36,gpt-5.1,1
Y,36,gpt-5.1,2
Y,36,gpt-5.1,3
Y,36,gpt-5.1,4
Y,36,gpt-5.1,5
Y,36,gpt-5.1,6
Y,36,gpt-5.1,7
N,36,gpt-5.1,8
Y,36,gpt-5.1,9
Y,36,gpt-5.1,10
Y,36,gpt-5.1,11
Y,36,gpt-5.1,12
Y,36,gpt-5.1,13
Y,36,gpt-5.1,14
N,36,gpt-5.1,15
Y,36,gpt-5.1,16
Y,36,gpt-5.1,17
Y,36,gpt-5.1,18
Y,36,gpt-5.1,19
Y,36,gpt-5.1,20
Y,36,gpt-5.1,21
Y,36,gpt-5.1,22
Y,36,gpt-5.1,23
Y,36,gpt-5.1,24
Y,36,gpt-5.1,25
Y,36,gpt-5.1,26
Y,36,gpt-5.1,27
Y,36,gpt-5.1,28
Y,36,gpt-5.1,29
Y,38,gpt-5.1,0
Y,38,gpt-5.1,1
Y,38,gpt-5.1,2
Y,38,gpt-5.1,3
Y,38,gpt-5.1,4
Y,38,gpt-5.1,5
Y,38,gpt-5.1,6
Y,38,gpt-5.1,7
Y,38,gpt-5.1,8
Y,38,gpt-5.1,9
Y,38,gpt-5.1,10
Y,38,gpt-5.1,11
Y,38,gpt-5.1,12
Y,38,gpt-5.1,13
Y,38,gpt-5.1,14
Y,38,gpt-5.1,15
Y,38,gpt-5.1,16
Y,38,gpt-5.1,17
Y,38,gpt-5.1,18
Y,38,gpt-5.1,19
Y,38,gpt-5.1,20
Y,38,gpt-5.1,21
Y,38,gpt-5.1,22
Y,38,gpt-5.1,23
Y,38,gpt-5.1,24
Y,38,gpt-5.1,25
Y,38,gpt-5.1,26
Y,38,gpt-5.1,27
Y,38,gpt-5.1,28
Y,38,gpt-5.1,29
Y,40,gpt-5.1,0
Y,40,gpt-5.1,1
Y,40,gpt-5.1,2
Y,40,gpt-5.1,3
Y,40,gpt-5.1,4
Y,40,gpt-5.1,5
Y,40,gpt-5.1,6
Y,40,gpt-5.1,7
Y,40,gpt-5.1,8
Y,40,gpt-5.1,9
Y,40,gpt-5.1,10
Y,40,gpt-5.1,11
Y,40,gpt-5.1,12
Y,40,gpt-5.1,13
N,40,gpt-5.1,14
Y,40,gpt-5.1,15
N,40,gpt-5.1,16
Y,40,gpt-5.1,17
Y,40,gpt-5.1,18
Y,40,gpt-5.1,19
Y,40,gpt-5.1,20
Y,40,gpt-5.1,21
Y,40,gpt-5.1,22
Y,40,gpt-5.1,23
Y,40,gpt-5.1,24
Y,40,gpt-5.1,25
Y,40,gpt-5.1,26
Y,40,gpt-5.1,27
Y,40,gpt-5.1,28
Y,40,gpt-5.1,29
Y,42,gpt-5.1,0
Y,42,gpt-5.1,1
Y,42,gpt-5.1,2
Y,42,gpt-5.1,3
Y,42,gpt-5.1,4
Y,42,gpt-5.1,5
Y,42,gpt-5.1,6
Y,42,gpt-5.1,7
Y,42,gpt-5.1,8
Y,42,gpt-5.1,9
Y,42,gpt-5.1,10
Y,42,gpt-5.1,11
Y,42,gpt-5.1,12
Y,42,gpt-5.1,13
Y,42,gpt-5.1,14
Y,42,gpt-5.1,15
Y,42,gpt-5.1,16
Y,42,gpt-5.1,17
Y,42,gpt-5.1,18
Y,42,gpt-5.1,19
Y,42,gpt-5.1,20
Y,42,gpt-5.1,21
Y,42,gpt-5.1,22
Y,42,gpt-5.1,23
Y,42,gpt-5.1,24
Y,42,gpt-5.1,25
Y,42,gpt-5.1,26
Y,42,gpt-5.1,27
Y,42,gpt-5.1,28
Y,42,gpt-5.1,29
Y,44,gpt-5.1,0
Y,44,gpt-5.1,1
Y,44,gpt-5.1,2
Y,44,gpt-5.1,3
Y,44,gpt-5.1,4
Y,44,gpt-5.1,5
Y,44,gpt-5.1,6
Y,44,gpt-5.1,7
Y,44,gpt-5.1,8
Y,44,gpt-5.1,9
Y,44,gpt-5.1,10
Y,44,gpt-5.1,11
Y,44,gpt-5.1,12
Y,44,gpt-5.1,13
Y,44,gpt-5.1,14
Y,44,gpt-5.1,15
Y,44,gpt-5.1,16
Y,44,gpt-5.1,17
Y,44,gpt-5.1,18
Y,44,gpt-5.1,19
Y,44,gpt-5.1,20
Y,44,gpt-5.1,21
Y,44,gpt-5.1,22
Y,44,gpt-5.1,23
Y,44,gpt-5.1,24
N,44,gpt-5.1,25
Y,44,gpt-5.1,26
Y,44,gpt-5.1,27
Y,44,gpt-5.1,28
Y,44,gpt-5.1,29
Y,46,gpt-5.1,0
Y,46,gpt-5.1,1
Y,46,gpt-5.1,2
Y,46,gpt-5.1,3
Y,46,gpt-5.1,4
Y,46,gpt-5.1,5
Y,46,gpt-5.1,6
Y,46,gpt-5.1,7
Y,46,gpt-5.1,8
Y,46,gpt-5.1,9
Y,46,gpt-5.1,10
Y,46,gpt-5.1,11
Y,46,gpt-5.1,12
Y,46,gpt-5.1,13
Y,46,gpt-5.1,14
Y,46,gpt-5.1,15
Y,46,gpt-5.1,16
Y,46,gpt-5.1,17
Y,46,gpt-5.1,18
Y,46,gpt-5.1,19
Y,46,gpt-5.1,20
Y,46,gpt-5.1,21
Y,46,gpt-5.1,22
Y,46,gpt-5.1,23
Y,46,gpt-5.1,24
Y,46,gpt-5.1,25
Y,46,gpt-5.1,26
Y,46,gpt-5.1,27
Y,46,gpt-5.1,28
Y,46,gpt-5.1,29
Y,48,gpt-5.1,0
Y,48,gpt-5.1,1
Y,48,gpt-5.1,2
Y,48,gpt-5.1,3
Y,48,gpt-5.1,4
Y,48,gpt-5.1,5
Y,48,gpt-5.1,6
Y,48,gpt-5.1,7
Y,48,gpt-5.1,8
Y,48,gpt-5.1,9
Y,48,gpt-5.1,10
Y,48,gpt-5.1,11
Y,48,gpt-5.1,12
Y,48,gpt-5.1,13
Y,48,gpt-5.1,14
Y,48,gpt-5.1,15
Y,48,gpt-5.1,16
Y,48,gpt-5.1,17
Y,48,gpt-5.1,18
Y,48,gpt-5.1,19
Y,48,gpt-5.1,20
Y,48,gpt-5.1,21
Y,48,gpt-5.1,22
Y,48,gpt-5.1,23
Y,48,gpt-5.1,24
Y,48,gpt-5.1,25
Y,48,gpt-5.1,26
Y,48,gpt-5.1,27
Y,48,gpt-5.1,28
Y,48,gpt-5.1,29
N,50,gpt-5.1,0
Y,50,gpt-5.1,1
N,50,gpt-5.1,2
Y,50,gpt-5.1,3
Y,50,gpt-5.1,4
Y,50,gpt-5.1,5
N,50,gpt-5.1,6
Y,50,gpt-5.1,7
N,50,gpt-5.1,8
Y,50,gpt-5.1,9
Y,50,gpt-5.1,10
Y,50,gpt-5.1,11
Y,50,gpt-5.1,12
Y,50,gpt-5.1,13
Y,50,gpt-5.1,14
Y,50,gpt-5.1,15
Y,50,gpt-5.1,16
Y,50,gpt-5.1,17
Y,50,gpt-5.1,18
Y,50,gpt-5.1,19
Y,50,gpt-5.1,20
Y,50,gpt-5.1,21
Y,50,gpt-5.1,22
N,50,gpt-5.1,23
Y,50,gpt-5.1,24
Y,50,gpt-5.1,25
Y,50,gpt-5.1,26
Y,50,gpt-5.1,27
N,50,gpt-5.1,28
Y,50,gpt-5.1,29
