answer,distance,model,run
Y,20,deepseek-chat,14
Y,20,deepseek-chat,15
Y,20,deepseek-chat,16
Y,20,deepseek-chat,17
Y,20,deepseek-chat,18
Y,20,deepseek-chat,19
Y,20,deepseek-chat,20
Y,20,deepseek-chat,21
Y,20,deepseek-chat,22
Y,20,deepseek-chat,23
Y,20,deepseek-chat,24
Y,20,deepseek-chat,25
Y,20,deepseek-chat,26
Y,20,deepseek-chat,27
Y,20,deepseek-chat,28
Y,20,deepseek-chat,29
Y,22,deepseek-chat,0
Y,22,deepseek-chat,1
Y,22,deepseek-chat,2
Y,22,deepseek-chat,3
Y,22,deepseek-chat,4
Y,22,deepseek-chat,5
Y,22,deepseek-chat,6
Y,22,deepseek-chat,7
Y,22,deepseek-chat,8
Y,22,deepseek-chat,9
Y,22,deepseek-chat,10
Y,22,deepseek-chat,11
Y,22,deepseek-chat,12
Y,22,deepseek-chat,13
Y,22,deepseek-chat,14
Y,22,deepseek-chat,15
Y,22,deepseek-chat,16
Y,22,deepseek-chat,17
Y,22,deepseek-chat,18
Y,22,deepseek-chat,19
Y,22,deepseek-chat,20
Y,22,deepseek-chat,21
Y,22,deepseek-chat,22
Y,22,deepseek-chat,23
Y,22,deepseek-chat,24
Y,22,deepseek-chat,25
Y,22,deepseek-chat,26
Y,22,deepseek-chat,27
Y,22,deepseek-chat,28
Y,22,deepseek-chat,29
Y,24,deepseek-chat,0
Y,24,deepseek-chat,1
Y,24,deepseek-chat,2
Y,24,deepseek-chat,3
Y,24,deepseek-chat,4
Y,24,deepseek-chat,5
Y,24,deepseek-chat,6
Y,24,deepseek-chat,7
Y,24,deepseek-chat,8
Y,24,deepseek-chat,9
Y,24,deepseek-chat,10
Y,24,deepseek-chat,11
Y,24,deepseek-chat,12
Y,24,deepseek-chat,13
Y,24,deepseek-chat,14
Y,24,deepseek-chat,15
Y,24,deepseek-chat,16
Y,24,deepseek-chat,17
Y,24,deepseek-chat,18
Y,24,deepseek-chat,19
Y,24,deepseek-chat,20
Y,24,deepseek-chat,21
Y,24,deepseek-chat,22
Y,24,deepseek-chat,23
Y,24,deepseek-chat,24
Y,24,deepseek-chat,25
Y,24,deepseek-chat,26
Y,24,deepseek-chat,27
Y,24,deepseek-chat,28
Y,24,deepseek-chat,29
Y,26,deepseek-chat,0
Y,26,deepseek-chat,1
Y,26,deepseek-chat,2
Y,26,deepseek-chat,3
Y,26,deepseek-chat,4
Y,26,deepseek-chat,5
Y,26,deepseek-chat,6
Y,26,deepseek-chat,7
Y,26,deepseek-chat,8
Y,26,deepseek-chat,9
Y,26,deepseek-chat,10
Y,26,deepseek-chat,11
Y,26,deepseek-chat,12
Y,26,deepseek-chat,13
Y,26,deepseek-chat,14
Y,26,deepseek-chat,15
Y,26,deepseek-chat,16
Y,26,deepseek-chat,17
Y,26,deepseek-chat,18
Y,26,deepseek-chat,19
Y,26,deepseek-chat,20
Y,26,deepseek-chat,21
Y,26,deepseek-chat,22
Y,26,deepseek-chat,23
Y,26,deepseek-chat,24
Y,26,deepseek-chat,25
Y,26,deepseek-chat,26
Y,26,deepseek-chat,27
Y,26,deepseek-chat,28
Y,26,deepseek-chat,29
Y,28,deepseek-chat,0
Y,28,deepseek-chat,1
Y,28,deepseek-chat,2
Y,28,deepseek-chat,3
Y,28,deepseek-chat,4
Y,28,deepseek-chat,5
Y,28,deepseek-chat,6
Y,28,deepseek-chat,7
Y,28,deepseek-chat,8
Y,28,deepseek-chat,9
Y,28,deepseek-chat,10
Y,28,deepseek-chat,11
Y,28,deepseek-chat,12
Y,28,deepseek-chat,13
Y,28,deepseek-chat,14
Y,28,deepseek-chat,15
Y,28,deepseek-chat,16
Y,28,deepseek-chat,17
Y,28,deepseek-chat,18
Y,28,deepseek-chat,19
Y,28,deepseek-chat,20
Y,28,deepseek-chat,21
Y,28,deepseek-chat,22
Y,28,deepseek-chat,23
Y,28,deepseek-chat,24
Y,28,deepseek-chat,25
Y,28,deepseek-chat,26
Y,28,deepseek-chat,27
Y,28,deepseek-chat,28
Y,28,deepseek-chat,29
Y,30,deepseek-chat,0
Y,30,deepseek-chat,1
Y,30,deepseek-chat,2
Y,30,deepseek-chat,3
Y,30,deepseek-chat,4
Y,30,deepseek-chat,5
Y,30,deepseek-chat,6
Y,30,deepseek-chat,7
Y,30,deepseek-chat,8
Y,30,deepseek-chat,9
Y,30,deepseek-chat,10
Y,30,deepseek-chat,11
Y,30,deepseek-chat,12
Y,30,deepseek-chat,13
Y,30,deepseek-chat,14
Y,30,deepseek-chat,15
Y,30,deepseek-chat,16
Y,30,deepseek-chat,17
Y,30,deepseek-chat,18
Y,30,deepseek-chat,19
Y,30,deepseek-chat,20
Y,30,deepseek-chat,21
Y,30,deepseek-chat,22
Y,30,deepseek-chat,23
Y,30,deepseek-chat,24
Y,30,deepseek-chat,25
Y,30,deepseek-chat,26
Y,30,deepseek-chat,27
Y,30,deepseek-chat,28
Y,30,deepseek-chat,29
Y,32,deepseek-chat,0
Y,32,deepseek-chat,1
Y,32,deepseek-chat,2
Y,32,deepseek-chat,3
Y,32,deepseek-chat,4
Y,32,deepseek-chat,5
Y,32,deepseek-chat,6
Y,32,deepseek-chat,7
Y,32,deepseek-chat,8
Y,32,deepseek-chat,9
Y,32,deepseek-chat,10
Y,32,deepseek-chat,11
Y,32,deepseek-chat,12
Y,32,deepseek-chat,13
Y,32,deepseek-chat,14
Y,32,deepseek-chat,15
Y,32,deepseek-chat,16
Y,32,deepseek-chat,17
Y,32,deepseek-chat,18
Y,32,deepseek-chat,19
Y,32,deepseek-chat,20
Y,32,deepseek-chat,21
Y,32,deepseek-chat,22
Y,32,deepseek-chat,23
Y,32,deepseek-chat,24
Y,32,deepseek-chat,25
Y,32,deepseek-chat,26
Y,32,deepseek-chat,27
Y,32,deepseek-chat,28
Y,32,deepseek-chat,29
Y,34,deepseek-chat,0
Y,34,deepseek-chat,1
Y,34,deepseek-chat,2
Y,34,deepseek-chat,3
Y,34,deepseek-chat,4
Y,34,deepseek-chat,5
Y,34,deepseek-chat,6
Y,34,deepseek-chat,7
Y,34,deepseek-chat,8
Y,34,deepseek-chat,9
Y,34,deepseek-chat,10
Y,34,deepseek-chat,11
Y,34,deepseek-chat,12
Y,34,deepseek-chat,13
Y,34,deepseek-chat,14
Y,34,deepseek-chat,15
Y,34,deepseek-chat,16
Y,34,deepseek-chat,17
Y,34,deepseek-chat,18
Y,34,deepseek-chat,19
Y,34,deepseek-chat,20
Y,34,deepseek-chat,21
Y,34,deepseek-chat,22
Y,34,deepseek-chat,23
Y,34,deepseek-chat,24
Y,34,deepseek-chat,25
Y,34,deepseek-chat,26
Y,34,deepseek-chat,27
Y,34,deepseek-chat,28
Y,34,deepseek-chat,29
Y,36,deepseek-chat,0
Y,36,deepseek-chat,1
Y,36,deepseek-chat,2
Y,36,deepseek-chat,3
Y,36,deepseek-chat,4
Y,36,deepseek-chat,5
Y,36,deepseek-chat,6
Y,36,deepseek-chat,7
Y,36,deepseek-chat,8
Y,36,deepseek-chat,9
Y,36,deepseek-chat,10
Y,36,deepseek-chat,11
Y,36,deepseek-chat,12
Y,36,deepseek-chat,13
Y,36,deepseek-chat,14
Y,36,deepseek-chat,15
Y,36,deepseek-chat,16
Y,36,deepseek-chat,17
Y,36,deepseek-chat,18
Y,36,deepseek-chat,19
Y,36,deepseek-chat,20
Y,36,deepseek-chat,21
Y,36,deepseek-chat,22
Y,36,deepseek-chat,23
Y,36,deepseek-chat,24
Y,36,deepseek-chat,25
Y,36,deepseek-chat,26
Y,36,deepseek-chat,27
Y,36,deepseek-chat,28
Y,36,deepseek-chat,29
Y,38,deepseek-chat,0
Y,38,deepseek-chat,1
Y,38,deepseek-chat,2
Y,38,deepseek-chat,3
Y,38,deepseek-chat,4
Y,38,deepseek-chat,5
Y,38,deepseek-chat,6
Y,38,deepseek-chat,7
Y,38,deepseek-chat,8
Y,38,deepseek-chat,9
Y,38,deepseek-chat,10
Y,38,deepseek-chat,11
Y,38,deepseek-chat,12
Y,38,deepseek-chat,13
Y,38,deepseek-chat,14
Y,38,deepseek-chat,15
Y,38,deepseek-chat,16
Y,38,deepseek-chat,17
Y,38,deepseek-chat,18
Y,38,deepseek-chat,19
Y,38,deepseek-chat,20
Y,38,deepseek-chat,21
Y,38,deepseek-chat,22
Y,38,deepseek-chat,23
Y,38,deepseek-chat,24
Y,38,deepseek-chat,25
Y,38,deepseek-chat,26
Y,38,deepseek-chat,27
Y,38,deepseek-chat,28
Y,38,deepseek-chat,29
Y,40,deepseek-chat,0
Y,40,deepseek-chat,1
Y,40,deepseek-chat,2
Y,40,deepseek-chat,3
Y,40,deepseek-chat,4
Y,40,deepseek-chat,5
Y,40,deepseek-chat,6
Y,40,deepseek-chat,7
Y,40,deepseek-chat,8
Y,40,deepseek-chat,9
Y,40,deepseek-chat,10
Y,40,deepseek-chat,11
Y,40,deepseek-chat,12
Y,40,deepseek-chat,13
Y,40,deepseek-chat,14
Y,40,deepseek-chat,15
Y,40,deepseek-chat,16
Y,40,deepseek-chat,17
Y,40,deepseek-chat,18
Y,40,deepseek-chat,19
Y,40,deepseek-chat,20
Y,40,deepseek-chat,21
Y,40,deepseek-chat,22
Y,40,deepseek-chat,23
Y,40,deepseek-chat,24
Y,40,deepseek-chat,25
Y,40,deepseek-chat,26
Y,40,deepseek-chat,27
Y,40,deepseek-chat,28
Y,40,deepseek-chat,29
Y,42,deepseek-chat,0
Y,42,deepseek-chat,1
Y,42,deepseek-chat,2
Y,42,deepseek-chat,3
Y,42,deepseek-chat,4
Y,42,deepseek-chat,5
Y,42,deepseek-chat,6
Y,42,deepseek-chat,7
Y,42,deepseek-chat,8
Y,42,deepseek-chat,9
Y,42,deepseek-chat,10
Y,42,deepseek-chat,11
Y,42,deepseek-chat,12
Y,42,deepseek-chat,13
Y,42,deepseek-chat,14
Y,42,deepseek-chat,15
Y,42,deepseek-chat,16
Y,42,deepseek-chat,17
Y,42,deepseek-chat,18
Y,42,deepseek-chat,19
Y,42,deepseek-chat,20
Y,42,deepseek-chat,21
Y,42,deepseek-chat,22
Y,42,deepseek-chat,23
Y,42,deepseek-chat,24
Y,42,deepseek-chat,25
Y,42,deepseek-chat,26
Y,42,deepseek-chat,27
Y,42,deepseek-chat,28
Y,42,deepseek-chat,29
Y,44,deepseek-chat,0
Y,44,deepseek-chat,1
Y,44,deepseek-chat,2
Y,44,deepseek-chat,3
Y,44,deepseek-chat,4
Y,44,deepseek-chat,5
Y,44,deepseek-chat,6
Y,44,deepseek-chat,7
Y,44,deepseek-chat,8
Y,44,deepseek-chat,9
Y,44,deepseek-chat,10
Y,44,deepseek-chat,11
Y,44,deepseek-chat,12
Y,44,deepseek-chat,13
Y,44,deepseek-chat,14
Y,44,deepseek-chat,15
Y,44,deepseek-chat,16
Y,44,deepseek-chat,17
Y,44,deepseek-chat,18
Y,44,deepseek-chat,19
Y,44,deepseek-chat,20
Y,44,deepseek-chat,21
Y,44,deepseek-chat,22
Y,44,deepseek-chat,23
Y,44,deepseek-chat,24
Y,44,deepseek-chat,25
Y,44,deepseek-chat,26
Y,44,deepseek-chat,27
Y,44,deepseek-chat,28
Y,44,deepseek-chat,29
Y,46,deepseek-chat,0
Y,46,deepseek-chat,1
Y,46,deepseek-chat,2
Y,46,deepseek-chat,3
Y,46,deepseek-chat,4
Y,46,deepseek-chat,5
Y,46,deepseek-chat,6
Y,46,deepseek-chat,7
Y,46,deepseek-chat,8
Y,46,deepseek-chat,9
Y,46,deepseek-chat,10
Y,46,deepseek-chat,11
Y,46,deepseek-chat,12
Y,46,deepseek-chat,13
Y,46,deepseek-chat,14
Y,46,deepseek-chat,15
Y,46,deepseek-chat,16
Y,46,deepseek-chat,17
Y,46,deepseek-chat,18
Y,46,deepseek-chat,19
Y,46,deepseek-chat,20
Y,46,deepseek-chat,21
Y,46,deepseek-chat,22
Y,46,deepseek-chat,23
Y,46,deepseek-chat,24
Y,46,deepseek-chat,25
Y,46,deepseek-chat,26
Y,46,deepseek-chat,27
Y,46,deepseek-chat,28
Y,46,deepseek-chat,29
Y,48,deepseek-chat,0
Y,48,deepseek-chat,1
Y,48,deepseek-chat,2
Y,48,deepseek-chat,3
Y,48,deepseek-chat,4
Y,48,deepseek-chat,5
Y,48,deepseek-chat,6
Y,48,deepseek-chat,7
Y,48,deepseek-chat,8
Y,48,deepseek-chat,9
Y,48,deepseek-chat,10
Y,48,deepseek-chat,11
Y,48,deepseek-chat,12
Y,48,deepseek-chat,13
Y,48,deepseek-chat,14
Y,48,deepseek-chat,15
Y,48,deepseek-chat,16
Y,48,deepseek-chat,17
Y,48,deepseek-chat,18
Y,48,deepseek-chat,19
Y,48,deepseek-chat,20
Y,48,deepseek-chat,21
Y,48,deepseek-chat,22
Y,48,deepseek-chat,23
Y,48,deepseek-chat,24
Y,48,deepseek-chat,25
Y,48,deepseek-chat,26
Y,48,deepseek-chat,27
Y,48,deepseek-chat,28
Y,48,deepseek-chat,29
Y,50,deepseek-chat,0
Y,50,deepseek-chat,1
Y,50,deepseek-chat,2
Y,50,deepseek-chat,3
Y,50,deepseek-chat,4
Y,50,deepseek-chat,5
Y,50,deepseek-chat,6
Y,50,deepseek-chat,7
Y,50,deepseek-chat,8
Y,50,deepseek-chat,9
Y,50,deepseek-chat,10
Y,50,deepseek-chat,11
Y,50,deepseek-chat,12
Y,50,deepseek-chat,13
Y,50,deepseek-chat,14
Y,50,deepseek-chat,15
Y,50,deepseek-chat,16
Y,50,deepseek-chat,17
Y,50,deepseek-chat,18
Y,50,deepseek-chat,19
Y,50,deepseek-chat,20
Y,50,deepseek-chat,21
Y,50,deepseek-chat,22
Y,50,deepseek-chat,23
Y,50,deepseek-chat,24
Y,50,deepseek-chat,25
Y,50,deepseek-chat,26
Y,50,deepseek-chat,27
Y,50,deepseek-chat,28
Y,50,deepseek-chat,29
