answer,distance,model,run
N,160,gemini-2.5-flash,28
N,160,gemini-2.5-flash,29
N,180,gemini-2.5-flash,0
N,180,gemini-2.5-flash,1
N,180,gemini-2.5-flash,2
N,180,gemini-2.5-flash,3
N,180,gemini-2.5-flash,4
N,180,gemini-2.5-flash,5
N,180,gemini-2.5-flash,6
N,180,gemini-2.5-flash,7
N,180,gemini-2.5-flash,8
N,180,gemini-2.5-flash,9
N,180,gemini-2.5-flash,10
N,180,gemini-2.5-flash,11
N,180,gemini-2.5-flash,12
N,180,gemini-2.5-flash,13
N,180,gemini-2.5-flash,14
N,180,gemini-2.5-flash,15
N,180,gemini-2.5-flash,16
N,180,gemini-2.5-flash,17
N,180,gemini-2.5-flash,18
N,180,gemini-2.5-flash,19
N,180,gemini-2.5-flash,20
N,180,gemini-2.5-flash,21
N,180,gemini-2.5-flash,22
N,180,gemini-2.5-flash,23
N,180,gemini-2.5-flash,24
N,180,gemini-2.5-flash,25
N,180,gemini-2.5-flash,26
N,180,gemini-2.5-flash,27
N,180,gemini-2.5-flash,28
N,180,gemini-2.5-flash,29
Y,200,gemini-2.5-flash,0
N,200,gemini-2.5-flash,1
N,200,gemini-2.5-flash,2
N,200,gemini-2.5-flash,3
Y,200,gemini-2.5-flash,4
N,200,gemini-2.5-flash,5
N,200,gemini-2.5-flash,6
N,200,gemini-2.5-flash,7
Y,200,gemini-2.5-flash,8
Y,200,gemini-2.5-flash,9
N,200,gemini-2.5-flash,10
N,200,gemini-2.5-flash,11
N,200,gemini-2.5-flash,12
N,200,gemini-2.5-flash,13
N,200,gemini-2.5-flash,14
N,200,gemini-2.5-flash,15
Y,200,gemini-2.5-flash,16
N,200,gemini-2.5-flash,17
Y,200,gemini-2.5-flash,18
Y,200,gemini-2.5-flash,19
N,200,gemini-2.5-flash,20
N,200,gemini-2.5-flash,21
Y,200,gemini-2.5-flash,22
N,200,gemini-2.5-flash,23
Y,200,gemini-2.5-flash,24
N,200,gemini-2.5-flash,25
N,200,gemini-2.5-flash,26
Y,200,gemini-2.5-flash,27
N,200,gemini-2.5-flash,28
N,200,gemini-2.5-flash,29
N,220,gemini-2.5-flash,0
Y,220,gemini-2.5-flash,1
N,220,gemini-2.5-flash,2
Y,220,gemini-2.5-flash,3
Y,220,gemini-2.5-flash,4
N,220,gemini-2.5-flash,5
Y,220,gemini-2.5-flash,6
N,220,gemini-2.5-flash,7
Y,220,gemini-2.5-flash,8
N,220,gemini-2.5-flash,9
N,220,gemini-2.5-flash,10
N,220,gemini-2.5-flash,11
Y,220,gemini-2.5-flash,12
Y,220,gemini-2.5-flash,13
Y,220,gemini-2.5-flash,14
Y,220,gemini-2.5-flash,15
Y,220,gemini-2.5-flash,16
Y,220,gemini-2.5-flash,17
N,220,gemini-2.5-flash,18
N,220,gemini-2.5-flash,19
N,220,gemini-2.5-flash,20
N,220,gemini-2.5-flash,21
Y,220,gemini-2.5-flash,22
N,220,gemini-2.5-flash,23
N,220,gemini-2.5-flash,24
Y,220,gemini-2.5-flash,25
N,220,gemini-2.5-flash,26
N,220,gemini-2.5-flash,27
N,220,gemini-2.5-flash,28
Y,220,gemini-2.5-flash,29
N,240,gemini-2.5-flash,0
N,240,gemini-2.5-flash,1
Y,240,gemini-2.5-flash,2
N,240,gemini-2.5-flash,3
Y,240,gemini-2.5-flash,4
N,240,gemini-2.5-flash,5
N,240,gemini-2.5-flash,6
N,240,gemini-2.5-flash,7
Y,240,gemini-2.5-flash,8
Y,240,gemini-2.5-flash,9
N,240,gemini-2.5-flash,10
N,240,gemini-2.5-flash,11
N,240,gemini-2.5-flash,12
N,240,gemini-2.5-flash,13
N,240,gemini-2.5-flash,14
N,240,gemini-2.5-flash,15
N,240,gemini-2.5-flash,16
N,240,gemini-2.5-flash,17
N,240,gemini-2.5-flash,18
N,240,gemini-2.5-flash,19
Y,240,gemini-2.5-flash,20
N,240,gemini-2.5-flash,21
Y,240,gemini-2.5-flash,22
Y,240,gemini-2.5-flash,23
Y,240,gemini-2.5-flash,24
N,240,gemini-2.5-flash,25
N,240,gemini-2.5-flash,26
N,240,gemini-2.5-flash,27
N,240,gemini-2.5-flash,28
Y,240,gemini-2.5-flash,29
N,260,gemini-2.5-flash,0
N,260,gemini-2.5-flash,1
Y,260,gemini-2.5-flash,2
N,260,gemini-2.5-flash,3
N,260,gemini-2.5-flash,4
N,260,gemini-2.5-flash,5
Y,260,gemini-2.5-flash,6
Y,260,gemini-2.5-flash,7
N,260,gemini-2.5-flash,8
N,260,gemini-2.5-flash,9
N,260,gemini-2.5-flash,10
Y,260,gemini-2.5-flash,11
N,260,gemini-2.5-flash,12
N,260,gemini-2.5-flash,13
N,260,gemini-2.5-flash,14
N,260,gemini-2.5-flash,15
N,260,gemini-2.5-flash,16
N,260,gemini-2.5-flash,17
N,260,gemini-2.5-flash,18
N,260,gemini-2.5-flash,19
N,260,gemini-2.5-flash,20
N,260,gemini-2.5-flash,21
N,260,gemini-2.5-flash,22
N,260,gemini-2.5-flash,23
N,260,gemini-2.5-flash,24
N,260,gemini-2.5-flash,25
N,260,gemini-2.5-flash,26
N,260,gemini-2.5-flash,27
N,260,gemini-2.5-flash,28
N,260,gemini-2.5-flash,29
N,280,gemini-2.5-flash,0
Y,280,gemini-2.5-flash,1
Y,280,gemini-2.5-flash,2
N,280,gemini-2.5-flash,3
N,280,gemini-2.5-flash,4
N,280,gemini-2.5-flash,5
N,280,gemini-2.5-flash,6
N,280,gemini-2.5-flash,7
N,280,gemini-2.5-flash,8
N,280,gemini-2.5-flash,9
N,280,gemini-2.5-flash,10
N,280,gemini-2.5-flash,11
N,280,gemini-2.5-flash,12
N,280,gemini-2.5-flash,13
N,280,gemini-2.5-flash,14
Y,280,gemini-2.5-flash,15
N,280,gemini-2.5-flash,16
N,280,gemini-2.5-flash,17
Y,280,gemini-2.5-flash,18
N,280,gemini-2.5-flash,19
N,280,gemini-2.5-flash,20
N,280,gemini-2.5-flash,21
Y,280,gemini-2.5-flash,22
N,280,gemini-2.5-flash,23
Y,280,gemini-2.5-flash,24
N,280,gemini-2.5-flash,25
N,280,gemini-2.5-flash,26
N,280,gemini-2.5-flash,27
N,280,gemini-2.5-flash,28
Y,280,gemini-2.5-flash,29
Y,300,gemini-2.5-flash,0
N,300,gemini-2.5-flash,1
N,300,gemini-2.5-flash,2
Y,300,gemini-2.5-flash,3
Y,300,gemini-2.5-flash,4
N,300,gemini-2.5-flash,5
Y,300,gemini-2.5-flash,6
Y,300,gemini-2.5-flash,7
N,300,gemini-2.5-flash,8
Y,300,gemini-2.5-flash,9
Y,300,gemini-2.5-flash,10
Y,300,gemini-2.5-flash,11
Y,300,gemini-2.5-flash,12
N,300,gemini-2.5-flash,13
Y,300,gemini-2.5-flash,14
N,300,gemini-2.5-flash,15
Y,300,gemini-2.5-flash,16
N,300,gemini-2.5-flash,17
Y,300,gemini-2.5-flash,18
N,300,gemini-2.5-flash,19
N,300,gemini-2.5-flash,20
Y,300,gemini-2.5-flash,21
Y,300,gemini-2.5-flash,22
N,300,gemini-2.5-flash,23
N,300,gemini-2.5-flash,24
Y,300,gemini-2.5-flash,25
Y,300,gemini-2.5-flash,26
Y,300,gemini-2.5-flash,27
Y,300,gemini-2.5-flash,28
Y,300,gemini-2.5-flash,29
N,320,gemini-2.5-flash,0
N,320,gemini-2.5-flash,1
N,320,gemini-2.5-flash,2
N,320,gemini-2.5-flash,3
N,320,gemini-2.5-flash,4
Y,320,gemini-2.5-flash,5
Y,320,gemini-2.5-flash,6
Y,320,gemini-2.5-flash,7
Y,320,gemini-2.5-flash,8
Y,320,gemini-2.5-flash,9
Y,320,gemini-2.5-flash,10
Y,320,gemini-2.5-flash,11
N,320,gemini-2.5-flash,12
Y,320,gemini-2.5-flash,13
Y,320,gemini-2.5-flash,14
N,320,gemini-2.5-flash,15
Y,320,gemini-2.5-flash,16
N,320,gemini-2.5-flash,17
N,320,gemini-2.5-flash,18
N,320,gemini-2.5-flash,19
N,320,gemini-2.5-flash,20
Y,320,gemini-2.5-flash,21
Y,320,gemini-2.5-flash,22
Y,320,gemini-2.5-flash,23
N,320,gemini-2.5-flash,24
N,320,gemini-2.5-flash,25
N,320,gemini-2.5-flash,26
Y,320,gemini-2.5-flash,27
Y,320,gemini-2.5-flash,28
N,320,gemini-2.5-flash,29
N,340,gemini-2.5-flash,0
N,340,gemini-2.5-flash,1
N,340,gemini-2.5-flash,2
Y,340,gemini-2.5-flash,3
N,340,gemini-2.5-flash,4
N,340,gemini-2.5-flash,5
Y,340,gemini-2.5-flash,6
Y,340,gemini-2.5-flash,7
Y,340,gemini-2.5-flash,8
Y,340,gemini-2.5-flash,9
Y,340,gemini-2.5-flash,10
N,340,gemini-2.5-flash,11
Y,340,gemini-2.5-flash,12
N,340,gemini-2.5-flash,13
N,340,gemini-2.5-flash,14
Y,340,gemini-2.5-flash,15
Y,340,gemini-2.5-flash,16
N,340,gemini-2.5-flash,17
N,340,gemini-2.5-flash,18
N,340,gemini-2.5-flash,19
Y,340,gemini-2.5-flash,20
N,340,gemini-2.5-flash,21
N,340,gemini-2.5-flash,22
N,340,gemini-2.5-flash,23
N,340,gemini-2.5-flash,24
N,340,gemini-2.5-flash,25
Y,340,gemini-2.5-flash,26
Y,340,gemini-2.5-flash,27
Y,340,gemini-2.5-flash,28
N,340,gemini-2.5-flash,29
Y,360,gemini-2.5-flash,0
Y,360,gemini-2.5-flash,1
N,360,gemini-2.5-flash,2
Y,360,gemini-2.5-flash,3
Y,360,gemini-2.5-flash,4
Y,360,gemini-2.5-flash,5
Y,360,gemini-2.5-flash,6
Y,360,gemini-2.5-flash,7
Y,360,gemini-2.5-flash,8
Y,360,gemini-2.5-flash,9
Y,360,gemini-2.5-flash,10
Y,360,gemini-2.5-flash,11
Y,360,gemini-2.5-flash,12
Y,360,gemini-2.5-flash,13
Y,360,gemini-2.5-flash,14
Y,360,gemini-2.5-flash,15
Y,360,gemini-2.5-flash,16
Y,360,gemini-2.5-flash,17
Y,360,gemini-2.5-flash,18
N,360,gemini-2.5-flash,19
Y,360,gemini-2.5-flash,20
Y,360,gemini-2.5-flash,21
Y,360,gemini-2.5-flash,22
Y,360,gemini-2.5-flash,23
Y,360,gemini-2.5-flash,24
Y,360,gemini-2.5-flash,25
Y,360,gemini-2.5-flash,26
N,360,gemini-2.5-flash,27
Y,360,gemini-2.5-flash,28
Y,360,gemini-2.5-flash,29
N,380,gemini-2.5-flash,0
N,380,gemini-2.5-flash,1
Y,380,gemini-2.5-flash,2
N,380,gemini-2.5-flash,3
N,380,gemini-2.5-flash,4
N,380,gemini-2.5-flash,5
Y,380,gemini-2.5-flash,6
N,380,gemini-2.5-flash,7
N,380,gemini-2.5-flash,8
Y,380,gemini-2.5-flash,9
N,380,gemini-2.5-flash,10
N,380,gemini-2.5-flash,11
Y,380,gemini-2.5-flash,12
N,380,gemini-2.5-flash,13
N,380,gemini-2.5-flash,14
N,380,gemini-2.5-flash,15
N,380,gemini-2.5-flash,16
N,380,gemini-2.5-flash,17
N,380,gemini-2.5-flash,18
N,380,gemini-2.5-flash,19
N,380,gemini-2.5-flash,20
N,380,gemini-2.5-flash,21
N,380,gemini-2.5-flash,22
N,380,gemini-2.5-flash,23
N,380,gemini-2.5-flash,24
N,380,gemini-2.5-flash,25
Y,380,gemini-2.5-flash,26
N,380,gemini-2.5-flash,27
N,380,gemini-2.5-flash,28
N,380,gemini-2.5-flash,29
Y,400,gemini-2.5-flash,0
Y,400,gemini-2.5-flash,1
Y,400,gemini-2.5-flash,2
Y,400,gemini-2.5-flash,3
Y,400,gemini-2.5-flash,4
Y,400,gemini-2.5-flash,5
Y,400,gemini-2.5-flash,6
Y,400,gemini-2.5-flash,7
Y,400,gemini-2.5-flash,8
Y,400,gemini-2.5-flash,9
Y,400,gemini-2.5-flash,10
Y,400,gemini-2.5-flash,11
Y,400,gemini-2.5-flash,12
Y,400,gemini-2.5-flash,13
Y,400,gemini-2.5-flash,14
Y,400,gemini-2.5-flash,15
Y,400,gemini-2.5-flash,16
Y,400,gemini-2.5-flash,17
N,400,gemini-2.5-flash,18
Y,400,gemini-2.5-flash,19
Y,400,gemini-2.5-flash,20
Y,400,gemini-2.5-flash,21
Y,400,gemini-2.5-flash,22
Y,400,gemini-2.5-flash,23
N,400,gemini-2.5-flash,24
Y,400,gemini-2.5-flash,25
Y,400,gemini-2.5-flash,26
Y,400,gemini-2.5-flash,27
Y,400,gemini-2.5-flash,28
Y,400,gemini-2.5-flash,29
Y,420,gemini-2.5-flash,0
Y,420,gemini-2.5-flash,1
Y,420,gemini-2.5-flash,2
Y,420,gemini-2.5-flash,3
Y,420,gemini-2.5-flash,4
Y,420,gemini-2.5-flash,5
Y,420,gemini-2.5-flash,6
Y,420,gemini-2.5-flash,7
Y,420,gemini-2.5-flash,8
Y,420,gemini-2.5-flash,9
Y,420,gemini-2.5-flash,10
Y,420,gemini-2.5-flash,11
Y,420,gemini-2.5-flash,12
Y,420,gemini-2.5-flash,13
Y,420,gemini-2.5-flash,14
Y,420,gemini-2.5-flash,15
Y,420,gemini-2.5-flash,16
Y,420,gemini-2.5-flash,17
Y,420,gemini-2.5-flash,18
Y,420,gemini-2.5-flash,19
Y,420,gemini-2.5-flash,20
Y,420,gemini-2.5-flash,21
Y,420,gemini-2.5-flash,22
Y,420,gemini-2.5-flash,23
Y,420,gemini-2.5-flash,24
Y,420,gemini-2.5-flash,25
Y,420,gemini-2.5-flash,26
Y,420,gemini-2.5-flash,27
N,420,gemini-2.5-flash,28
Y,420,gemini-2.5-flash,29
N,440,gemini-2.5-flash,0
N,440,gemini-2.5-flash,1
Y,440,gemini-2.5-flash,2
Y,440,gemini-2.5-flash,3
Y,440,gemini-2.5-flash,4
Y,440,gemini-2.5-flash,5
Y,440,gemini-2.5-flash,6
Y,440,gemini-2.5-flash,7
Y,440,gemini-2.5-flash,8
N,440,gemini-2.5-flash,9
Y,440,gemini-2.5-flash,10
N,440,gemini-2.5-flash,11
N,440,gemini-2.5-flash,12
Y,440,gemini-2.5-flash,13
Y,440,gemini-2.5-flash,14
Y,440,gemini-2.5-flash,15
N,440,gemini-2.5-flash,16
Y,440,gemini-2.5-flash,17
Y,440,gemini-2.5-flash,18
Y,440,gemini-2.5-flash,19
N,440,gemini-2.5-flash,20
Y,440,gemini-2.5-flash,21
Y,440,gemini-2.5-flash,22
N,440,gemini-2.5-flash,23
Y,440,gemini-2.5-flash,24
Y,440,gemini-2.5-flash,25
N,440,gemini-2.5-flash,26
N,440,gemini-2.5-flash,27
Y,440,gemini-2.5-flash,28
Y,440,gemini-2.5-flash,29
N,460,gemini-2.5-flash,0
N,460,gemini-2.5-flash,1
Y,460,gemini-2.5-flash,2
Y,460,gemini-2.5-flash,3
Y,460,gemini-2.5-flash,4
Y,460,gemini-2.5-flash,5
Y,460,gemini-2.5-flash,6
Y,460,gemini-2.5-flash,7
N,460,gemini-2.5-flash,8
Y,460,gemini-2.5-flash,9
N,460,gemini-2.5-flash,10
N,460,gemini-2.5-flash,11
Y,460,gemini-2.5-flash,12
Y,460,gemini-2.5-flash,13
Y,460,gemini-2.5-flash,14
Y,460,gemini-2.5-flash,15
Y,460,gemini-2.5-flash,16
Y,460,gemini-2.5-flash,17
Y,460,gemini-2.5-flash,18
Y,460,gemini-2.5-flash,19
N,460,gemini-2.5-flash,20
Y,460,gemini-2.5-flash,21
Y,460,gemini-2.5-flash,22
Y,460,gemini-2.5-flash,23
N,460,gemini-2.5-flash,24
Y,460,gemini-2.5-flash,25
N,460,gemini-2.5-flash,26
Y,460,gemini-2.5-flash,27
Y,460,gemini-2.5-flash,28
Y,460,gemini-2.5-flash,29
Y,480,gemini-2.5-flash,0
Y,480,gemini-2.5-flash,1
Y,480,gemini-2.5-flash,2
N,480,gemini-2.5-flash,3
N,480,gemini-2.5-flash,4
N,480,gemini-2.5-flash,5
Y,480,gemini-2.5-flash,6
N,480,gemini-2.5-flash,7
Y,480,gemini-2.5-flash,8
Y,480,gemini-2.5-flash,9
Y,480,gemini-2.5-flash,10
Y,480,gemini-2.5-flash,11
N,480,gemini-2.5-flash,12
N,480,gemini-2.5-flash,13
Y,480,gemini-2.5-flash,14
Y,480,gemini-2.5-flash,15
Y,480,gemini-2.5-flash,16
N,480,gemini-2.5-flash,17
Y,480,gemini-2.5-flash,18
Y,480,gemini-2.5-flash,19
Y,480,gemini-2.5-flash,20
Y,480,gemini-2.5-flash,21
Y,480,gemini-2.5-flash,22
Y,480,gemini-2.5-flash,23
N,480,gemini-2.5-flash,24
N,480,gemini-2.5-flash,25
Y,480,gemini-2.5-flash,26
Y,480,gemini-2.5-flash,27
N,480,gemini-2.5-flash,28
Y,480,gemini-2.5-flash,29
Y,500,gemini-2.5-flash,0
Y,500,gemini-2.5-flash,1
Y,500,gemini-2.5-flash,2
Y,500,gemini-2.5-flash,3
Y,500,gemini-2.5-flash,4
Y,500,gemini-2.5-flash,5
N,500,gemini-2.5-flash,6
Y,500,gemini-2.5-flash,7
Y,500,gemini-2.5-flash,8
Y,500,gemini-2.5-flash,9
Y,500,gemini-2.5-flash,10
Y,500,gemini-2.5-flash,11
Y,500,gemini-2.5-flash,12
Y,500,gemini-2.5-flash,13
Y,500,gemini-2.5-flash,14
Y,500,gemini-2.5-flash,15
Y,500,gemini-2.5-flash,16
Y,500,gemini-2.5-flash,17
Y,500,gemini-2.5-flash,18
Y,500,gemini-2.5-flash,19
Y,500,gemini-2.5-flash,20
Y,500,gemini-2.5-flash,21
Y,500,gemini-2.5-flash,22
Y,500,gemini-2.5-flash,23
Y,500,gemini-2.5-flash,24
Y,500,gemini-2.5-flash,25
Y,500,gemini-2.5-flash,26
Y,500,gemini-2.5-flash,27
Y,500,gemini-2.5-flash,28
Y,500,gemini-2.5-flash,29
