answer,region,area,model,run
5,Afghanistan,647500.0,gemini-2.5-flash,15
500,Afghanistan,647500.0,gemini-2.5-flash,16
100,Afghanistan,647500.0,gemini-2.5-flash,17
100,Afghanistan,647500.0,gemini-2.5-flash,18
100,Afghanistan,647500.0,gemini-2.5-flash,19
100,Afghanistan,647500.0,gemini-2.5-flash,20
5,Afghanistan,647500.0,gemini-2.5-flash,21
5,Afghanistan,647500.0,gemini-2.5-flash,22
I am an,Afghanistan,647500.0,gemini-2.5-flash,23
500,Afghanistan,647500.0,gemini-2.5-flash,24
500,Afghanistan,647500.0,gemini-2.5-flash,25
10,Afghanistan,647500.0,gemini-2.5-flash,26
500,Afghanistan,647500.0,gemini-2.5-flash,27
100,Afghanistan,647500.0,gemini-2.5-flash,28
1000,Afghanistan,647500.0,gemini-2.5-flash,29
10,Antigua and Barbuda,443.0,gemini-2.5-flash,0
200,Antigua and Barbuda,443.0,gemini-2.5-flash,1
1,Antigua and Barbuda,443.0,gemini-2.5-flash,2
10,Antigua and Barbuda,443.0,gemini-2.5-flash,3
100,Antigua and Barbuda,443.0,gemini-2.5-flash,4
100,Antigua and Barbuda,443.0,gemini-2.5-flash,5
100,Antigua and Barbuda,443.0,gemini-2.5-flash,6
2,Antigua and Barbuda,443.0,gemini-2.5-flash,7
1,Antigua and Barbuda,443.0,gemini-2.5-flash,8
100,Antigua and Barbuda,443.0,gemini-2.5-flash,9
200,Antigua and Barbuda,443.0,gemini-2.5-flash,10
100,Antigua and Barbuda,443.0,gemini-2.5-flash,11
500,Antigua and Barbuda,443.0,gemini-2.5-flash,12
10,Antigua and Barbuda,443.0,gemini-2.5-flash,13
100,Antigua and Barbuda,443.0,gemini-2.5-flash,14
100,Antigua and Barbuda,443.0,gemini-2.5-flash,15
2,Antigua and Barbuda,443.0,gemini-2.5-flash,16
2,Antigua and Barbuda,443.0,gemini-2.5-flash,17
100,Antigua and Barbuda,443.0,gemini-2.5-flash,18
50,Antigua and Barbuda,443.0,gemini-2.5-flash,19
100,Antigua and Barbuda,443.0,gemini-2.5-flash,20
100,Antigua and Barbuda,443.0,gemini-2.5-flash,21
500,Antigua and Barbuda,443.0,gemini-2.5-flash,22
100,Antigua and Barbuda,443.0,gemini-2.5-flash,23
10,Antigua and Barbuda,443.0,gemini-2.5-flash,24
100,Antigua and Barbuda,443.0,gemini-2.5-flash,25
100,Antigua and Barbuda,443.0,gemini-2.5-flash,26
100,Antigua and Barbuda,443.0,gemini-2.5-flash,27
100,Antigua and Barbuda,443.0,gemini-2.5-flash,28
500,Antigua and Barbuda,443.0,gemini-2.5-flash,29
500,Anguilla,102.0,gemini-2.5-flash,0
500,Anguilla,102.0,gemini-2.5-flash,1
500,Anguilla,102.0,gemini-2.5-flash,2
10,Anguilla,102.0,gemini-2.5-flash,3
1,Anguilla,102.0,gemini-2.5-flash,4
100,Anguilla,102.0,gemini-2.5-flash,5
1000,Anguilla,102.0,gemini-2.5-flash,6
500,Anguilla,102.0,gemini-2.5-flash,7
500,Anguilla,102.0,gemini-2.5-flash,8
100,Anguilla,102.0,gemini-2.5-flash,9
50,Anguilla,102.0,gemini-2.5-flash,10
50,Anguilla,102.0,gemini-2.5-flash,11
500,Anguilla,102.0,gemini-2.5-flash,12
1,Anguilla,102.0,gemini-2.5-flash,13
500,Anguilla,102.0,gemini-2.5-flash,14
500,Anguilla,102.0,gemini-2.5-flash,15
500,Anguilla,102.0,gemini-2.5-flash,16
100,Anguilla,102.0,gemini-2.5-flash,17
500,Anguilla,102.0,gemini-2.5-flash,18
500,Anguilla,102.0,gemini-2.5-flash,19
500,Anguilla,102.0,gemini-2.5-flash,20
500,Anguilla,102.0,gemini-2.5-flash,21
200,Anguilla,102.0,gemini-2.5-flash,22
100,Anguilla,102.0,gemini-2.5-flash,23
500,Anguilla,102.0,gemini-2.5-flash,24
500,Anguilla,102.0,gemini-2.5-flash,25
500,Anguilla,102.0,gemini-2.5-flash,26
500,Anguilla,102.0,gemini-2.5-flash,27
50,Anguilla,102.0,gemini-2.5-flash,28
50,Anguilla,102.0,gemini-2.5-flash,29
100,Albania,28748.0,gemini-2.5-flash,0
100,Albania,28748.0,gemini-2.5-flash,1
500,Albania,28748.0,gemini-2.5-flash,2
100,Albania,28748.0,gemini-2.5-flash,3
500,Albania,28748.0,gemini-2.5-flash,4
10,Albania,28748.0,gemini-2.5-flash,5
100,Albania,28748.0,gemini-2.5-flash,6
100,Albania,28748.0,gemini-2.5-flash,7
50,Albania,28748.0,gemini-2.5-flash,8
500,Albania,28748.0,gemini-2.5-flash,9
10,Albania,28748.0,gemini-2.5-flash,10
10,Albania,28748.0,gemini-2.5-flash,11
50,Albania,28748.0,gemini-2.5-flash,12
100,Albania,28748.0,gemini-2.5-flash,13
100,Albania,28748.0,gemini-2.5-flash,14
500,Albania,28748.0,gemini-2.5-flash,15
500,Albania,28748.0,gemini-2.5-flash,16
100,Albania,28748.0,gemini-2.5-flash,17
100,Albania,28748.0,gemini-2.5-flash,18
1,Albania,28748.0,gemini-2.5-flash,19
2,Albania,28748.0,gemini-2.5-flash,20
100,Albania,28748.0,gemini-2.5-flash,21
50,Albania,28748.0,gemini-2.5-flash,22
100,Albania,28748.0,gemini-2.5-flash,23
100,Albania,28748.0,gemini-2.5-flash,24
500,Albania,28748.0,gemini-2.5-flash,25
100,Albania,28748.0,gemini-2.5-flash,26
100,Albania,28748.0,gemini-2.5-flash,27
100,Albania,28748.0,gemini-2.5-flash,28
500,Albania,28748.0,gemini-2.5-flash,29
100,Armenia,29800.0,gemini-2.5-flash,0
1000,Armenia,29800.0,gemini-2.5-flash,1
1,Armenia,29800.0,gemini-2.5-flash,2
10,Armenia,29800.0,gemini-2.5-flash,3
10,Armenia,29800.0,gemini-2.5-flash,4
1,Armenia,29800.0,gemini-2.5-flash,5
100,Armenia,29800.0,gemini-2.5-flash,6
1,Armenia,29800.0,gemini-2.5-flash,7
100,Armenia,29800.0,gemini-2.5-flash,8
1,Armenia,29800.0,gemini-2.5-flash,9
1000,Armenia,29800.0,gemini-2.5-flash,10
1,Armenia,29800.0,gemini-2.5-flash,11
1,Armenia,29800.0,gemini-2.5-flash,12
100,Armenia,29800.0,gemini-2.5-flash,13
10,Armenia,29800.0,gemini-2.5-flash,14
500,Armenia,29800.0,gemini-2.5-flash,15
100,Armenia,29800.0,gemini-2.5-flash,16
1,Armenia,29800.0,gemini-2.5-flash,17
1,Armenia,29800.0,gemini-2.5-flash,18
100,Armenia,29800.0,gemini-2.5-flash,19
100,Armenia,29800.0,gemini-2.5-flash,20
100,Armenia,29800.0,gemini-2.5-flash,21
10,Armenia,29800.0,gemini-2.5-flash,22
1,Armenia,29800.0,gemini-2.5-flash,23
10,Armenia,29800.0,gemini-2.5-flash,24
50,Armenia,29800.0,gemini-2.5-flash,25
1,Armenia,29800.0,gemini-2.5-flash,26
10,Armenia,29800.0,gemini-2.5-flash,27
1,Armenia,29800.0,gemini-2.5-flash,28
10,Armenia,29800.0,gemini-2.5-flash,29
I,Angola,1246700.0,gemini-2.5-flash,0
500,Angola,1246700.0,gemini-2.5-flash,1
100,Angola,1246700.0,gemini-2.5-flash,2
50,Angola,1246700.0,gemini-2.5-flash,3
100,Angola,1246700.0,gemini-2.5-flash,4
5,Angola,1246700.0,gemini-2.5-flash,5
I,Angola,1246700.0,gemini-2.5-flash,6
100,Angola,1246700.0,gemini-2.5-flash,7
50,Angola,1246700.0,gemini-2.5-flash,8
500,Angola,1246700.0,gemini-2.5-flash,9
1,Angola,1246700.0,gemini-2.5-flash,10
10,Angola,1246700.0,gemini-2.5-flash,11
I am,Angola,1246700.0,gemini-2.5-flash,12
5,Angola,1246700.0,gemini-2.5-flash,13
I cannot,Angola,1246700.0,gemini-2.5-flash,14
50,Angola,1246700.0,gemini-2.5-flash,15
1,Angola,1246700.0,gemini-2.5-flash,16
5,Angola,1246700.0,gemini-2.5-flash,17
5,Angola,1246700.0,gemini-2.5-flash,18
500,Angola,1246700.0,gemini-2.5-flash,19
1,Angola,1246700.0,gemini-2.5-flash,20
100,Angola,1246700.0,gemini-2.5-flash,21
100,Angola,1246700.0,gemini-2.5-flash,22
I,Angola,1246700.0,gemini-2.5-flash,23
I,Angola,1246700.0,gemini-2.5-flash,24
I,Angola,1246700.0,gemini-2.5-flash,25
1,Angola,1246700.0,gemini-2.5-flash,26
10,Angola,1246700.0,gemini-2.5-flash,27
100,Angola,1246700.0,gemini-2.5-flash,28
50,Angola,1246700.0,gemini-2.5-flash,29
0,Antarctica,1.4E7,gemini-2.5-flash,0
0,Antarctica,1.4E7,gemini-2.5-flash,1
0,Antarctica,1.4E7,gemini-2.5-flash,2
10,Antarctica,1.4E7,gemini-2.5-flash,3
500,Antarctica,1.4E7,gemini-2.5-flash,4
0,Antarctica,1.4E7,gemini-2.5-flash,5
0,Antarctica,1.4E7,gemini-2.5-flash,6
-1,Antarctica,1.4E7,gemini-2.5-flash,7
5,Antarctica,1.4E7,gemini-2.5-flash,8
50,Antarctica,1.4E7,gemini-2.5-flash,9
0,Antarctica,1.4E7,gemini-2.5-flash,10
-,Antarctica,1.4E7,gemini-2.5-flash,11
10,Antarctica,1.4E7,gemini-2.5-flash,12
50,Antarctica,1.4E7,gemini-2.5-flash,13
100,Antarctica,1.4E7,gemini-2.5-flash,14
-1,Antarctica,1.4E7,gemini-2.5-flash,15
0,Antarctica,1.4E7,gemini-2.5-flash,16
0,Antarctica,1.4E7,gemini-2.5-flash,17
0,Antarctica,1.4E7,gemini-2.5-flash,18
-1,Antarctica,1.4E7,gemini-2.5-flash,19
0,Antarctica,1.4E7,gemini-2.5-flash,20
0,Antarctica,1.4E7,gemini-2.5-flash,21
0,Antarctica,1.4E7,gemini-2.5-flash,22
-1,Antarctica,1.4E7,gemini-2.5-flash,23
0,Antarctica,1.4E7,gemini-2.5-flash,24
500,Antarctica,1.4E7,gemini-2.5-flash,25
100,Antarctica,1.4E7,gemini-2.5-flash,26
-1,Antarctica,1.4E7,gemini-2.5-flash,27
0,Antarctica,1.4E7,gemini-2.5-flash,28
10,Antarctica,1.4E7,gemini-2.5-flash,29
500,Argentina,2766890.0,gemini-2.5-flash,0
500,Argentina,2766890.0,gemini-2.5-flash,1
100,Argentina,2766890.0,gemini-2.5-flash,2
I am an,Argentina,2766890.0,gemini-2.5-flash,3
1000,Argentina,2766890.0,gemini-2.5-flash,4
10,Argentina,2766890.0,gemini-2.5-flash,5
500,Argentina,2766890.0,gemini-2.5-flash,6
10,Argentina,2766890.0,gemini-2.5-flash,7
100,Argentina,2766890.0,gemini-2.5-flash,8
100,Argentina,2766890.0,gemini-2.5-flash,9
500,Argentina,2766890.0,gemini-2.5-flash,10
1000,Argentina,2766890.0,gemini-2.5-flash,11
10,Argentina,2766890.0,gemini-2.5-flash,12
1,Argentina,2766890.0,gemini-2.5-flash,13
500,Argentina,2766890.0,gemini-2.5-flash,14
500,Argentina,2766890.0,gemini-2.5-flash,15
500,Argentina,2766890.0,gemini-2.5-flash,16
10,Argentina,2766890.0,gemini-2.5-flash,17
10,Argentina,2766890.0,gemini-2.5-flash,18
1000,Argentina,2766890.0,gemini-2.5-flash,19
100,Argentina,2766890.0,gemini-2.5-flash,20
50,Argentina,2766890.0,gemini-2.5-flash,21
10,Argentina,2766890.0,gemini-2.5-flash,22
500,Argentina,2766890.0,gemini-2.5-flash,23
500,Argentina,2766890.0,gemini-2.5-flash,24
10,Argentina,2766890.0,gemini-2.5-flash,25
1,Argentina,2766890.0,gemini-2.5-flash,26
1,Argentina,2766890.0,gemini-2.5-flash,27
1000,Argentina,2766890.0,gemini-2.5-flash,28
500,Argentina,2766890.0,gemini-2.5-flash,29
200,American Samoa,199.0,gemini-2.5-flash,0
10,American Samoa,199.0,gemini-2.5-flash,1
200,American Samoa,199.0,gemini-2.5-flash,2
1,American Samoa,199.0,gemini-2.5-flash,3
500,American Samoa,199.0,gemini-2.5-flash,4
100,American Samoa,199.0,gemini-2.5-flash,5
100,American Samoa,199.0,gemini-2.5-flash,6
100,American Samoa,199.0,gemini-2.5-flash,7
100,American Samoa,199.0,gemini-2.5-flash,8
500,American Samoa,199.0,gemini-2.5-flash,9
100,American Samoa,199.0,gemini-2.5-flash,10
1,American Samoa,199.0,gemini-2.5-flash,11
100,American Samoa,199.0,gemini-2.5-flash,12
10,American Samoa,199.0,gemini-2.5-flash,13
100,American Samoa,199.0,gemini-2.5-flash,14
100,American Samoa,199.0,gemini-2.5-flash,15
100,American Samoa,199.0,gemini-2.5-flash,16
200,American Samoa,199.0,gemini-2.5-flash,17
100,American Samoa,199.0,gemini-2.5-flash,18
100,American Samoa,199.0,gemini-2.5-flash,19
500,American Samoa,199.0,gemini-2.5-flash,20
200,American Samoa,199.0,gemini-2.5-flash,21
50,American Samoa,199.0,gemini-2.5-flash,22
500,American Samoa,199.0,gemini-2.5-flash,23
50,American Samoa,199.0,gemini-2.5-flash,24
5,American Samoa,199.0,gemini-2.5-flash,25
100,American Samoa,199.0,gemini-2.5-flash,26
1,American Samoa,199.0,gemini-2.5-flash,27
10,American Samoa,199.0,gemini-2.5-flash,28
100,American Samoa,199.0,gemini-2.5-flash,29
100,Austria,83858.0,gemini-2.5-flash,0
100,Austria,83858.0,gemini-2.5-flash,1
500,Austria,83858.0,gemini-2.5-flash,2
500,Austria,83858.0,gemini-2.5-flash,3
500,Austria,83858.0,gemini-2.5-flash,4
10,Austria,83858.0,gemini-2.5-flash,5
50,Austria,83858.0,gemini-2.5-flash,6
100,Austria,83858.0,gemini-2.5-flash,7
50,Austria,83858.0,gemini-2.5-flash,8
100,Austria,83858.0,gemini-2.5-flash,9
500,Austria,83858.0,gemini-2.5-flash,10
5,Austria,83858.0,gemini-2.5-flash,11
500,Austria,83858.0,gemini-2.5-flash,12
5,Austria,83858.0,gemini-2.5-flash,13
100,Austria,83858.0,gemini-2.5-flash,14
50,Austria,83858.0,gemini-2.5-flash,15
1,Austria,83858.0,gemini-2.5-flash,16
1,Austria,83858.0,gemini-2.5-flash,17
5,Austria,83858.0,gemini-2.5-flash,18
1,Austria,83858.0,gemini-2.5-flash,19
10,Austria,83858.0,gemini-2.5-flash,20
200,Austria,83858.0,gemini-2.5-flash,21
100,Austria,83858.0,gemini-2.5-flash,22
10,Austria,83858.0,gemini-2.5-flash,23
100,Austria,83858.0,gemini-2.5-flash,24
500,Austria,83858.0,gemini-2.5-flash,25
500,Austria,83858.0,gemini-2.5-flash,26
100,Austria,83858.0,gemini-2.5-flash,27
10,Austria,83858.0,gemini-2.5-flash,28
1,Austria,83858.0,gemini-2.5-flash,29
500,Australia,7686850.0,gemini-2.5-flash,0
500,Australia,7686850.0,gemini-2.5-flash,1
100,Australia,7686850.0,gemini-2.5-flash,2
100,Australia,7686850.0,gemini-2.5-flash,3
100,Australia,7686850.0,gemini-2.5-flash,4
10,Australia,7686850.0,gemini-2.5-flash,5
1,Australia,7686850.0,gemini-2.5-flash,6
10,Australia,7686850.0,gemini-2.5-flash,7
500,Australia,7686850.0,gemini-2.5-flash,8
10,Australia,7686850.0,gemini-2.5-flash,9
100,Australia,7686850.0,gemini-2.5-flash,10
10,Australia,7686850.0,gemini-2.5-flash,11
1,Australia,7686850.0,gemini-2.5-flash,12
10,Australia,7686850.0,gemini-2.5-flash,13
5,Australia,7686850.0,gemini-2.5-flash,14
100,Australia,7686850.0,gemini-2.5-flash,15
10,Australia,7686850.0,gemini-2.5-flash,16
100,Australia,7686850.0,gemini-2.5-flash,17
5,Australia,7686850.0,gemini-2.5-flash,18
100,Australia,7686850.0,gemini-2.5-flash,19
100,Australia,7686850.0,gemini-2.5-flash,20
500,Australia,7686850.0,gemini-2.5-flash,21
500,Australia,7686850.0,gemini-2.5-flash,22
20,Australia,7686850.0,gemini-2.5-flash,23
100,Australia,7686850.0,gemini-2.5-flash,24
100,Australia,7686850.0,gemini-2.5-flash,25
10,Australia,7686850.0,gemini-2.5-flash,26
2,Australia,7686850.0,gemini-2.5-flash,27
500,Australia,7686850.0,gemini-2.5-flash,28
100,Australia,7686850.0,gemini-2.5-flash,29
500,Aruba,193.0,gemini-2.5-flash,0
500,Aruba,193.0,gemini-2.5-flash,1
I cannot,Aruba,193.0,gemini-2.5-flash,2
100,Aruba,193.0,gemini-2.5-flash,3
500,Aruba,193.0,gemini-2.5-flash,4
100,Aruba,193.0,gemini-2.5-flash,5
500,Aruba,193.0,gemini-2.5-flash,6
500,Aruba,193.0,gemini-2.5-flash,7
100,Aruba,193.0,gemini-2.5-flash,8
100,Aruba,193.0,gemini-2.5-flash,9
I cannot,Aruba,193.0,gemini-2.5-flash,10
100,Aruba,193.0,gemini-2.5-flash,11
100,Aruba,193.0,gemini-2.5-flash,12
100,Aruba,193.0,gemini-2.5-flash,13
100,Aruba,193.0,gemini-2.5-flash,14
500,Aruba,193.0,gemini-2.5-flash,15
10,Aruba,193.0,gemini-2.5-flash,16
100,Aruba,193.0,gemini-2.5-flash,17
100,Aruba,193.0,gemini-2.5-flash,18
5,Aruba,193.0,gemini-2.5-flash,19
500,Aruba,193.0,gemini-2.5-flash,20
100,Aruba,193.0,gemini-2.5-flash,21
5,Aruba,193.0,gemini-2.5-flash,22
50,Aruba,193.0,gemini-2.5-flash,23
100,Aruba,193.0,gemini-2.5-flash,24
50,Aruba,193.0,gemini-2.5-flash,25
5,Aruba,193.0,gemini-2.5-flash,26
I cannot provide,Aruba,193.0,gemini-2.5-flash,27
100,Aruba,193.0,gemini-2.5-flash,28
1000,Aruba,193.0,gemini-2.5-flash,29
10,Åland,1580.0,gemini-2.5-flash,0
100,Åland,1580.0,gemini-2.5-flash,1
50,Åland,1580.0,gemini-2.5-flash,2
10,Åland,1580.0,gemini-2.5-flash,3
250,Åland,1580.0,gemini-2.5-flash,4
4,Åland,1580.0,gemini-2.5-flash,5
100,Åland,1580.0,gemini-2.5-flash,6
100,Åland,1580.0,gemini-2.5-flash,7
500,Åland,1580.0,gemini-2.5-flash,8
10,Åland,1580.0,gemini-2.5-flash,9
500,Åland,1580.0,gemini-2.5-flash,10
500,Åland,1580.0,gemini-2.5-flash,11
100,Åland,1580.0,gemini-2.5-flash,12
100,Åland,1580.0,gemini-2.5-flash,13
10,Åland,1580.0,gemini-2.5-flash,14
500,Åland,1580.0,gemini-2.5-flash,15
100,Åland,1580.0,gemini-2.5-flash,16
100,Åland,1580.0,gemini-2.5-flash,17
500,Åland,1580.0,gemini-2.5-flash,18
500,Åland,1580.0,gemini-2.5-flash,19
500,Åland,1580.0,gemini-2.5-flash,20
200,Åland,1580.0,gemini-2.5-flash,21
100,Åland,1580.0,gemini-2.5-flash,22
500,Åland,1580.0,gemini-2.5-flash,23
50,Åland,1580.0,gemini-2.5-flash,24
5,Åland,1580.0,gemini-2.5-flash,25
50,Åland,1580.0,gemini-2.5-flash,26
100,Åland,1580.0,gemini-2.5-flash,27
50,Åland,1580.0,gemini-2.5-flash,28
500,Åland,1580.0,gemini-2.5-flash,29
1,Azerbaijan,86600.0,gemini-2.5-flash,0
20,Azerbaijan,86600.0,gemini-2.5-flash,1
500,Azerbaijan,86600.0,gemini-2.5-flash,2
500,Azerbaijan,86600.0,gemini-2.5-flash,3
200,Azerbaijan,86600.0,gemini-2.5-flash,4
10,Azerbaijan,86600.0,gemini-2.5-flash,5
50,Azerbaijan,86600.0,gemini-2.5-flash,6
300,Azerbaijan,86600.0,gemini-2.5-flash,7
10,Azerbaijan,86600.0,gemini-2.5-flash,8
100,Azerbaijan,86600.0,gemini-2.5-flash,9
100,Azerbaijan,86600.0,gemini-2.5-flash,10
100,Azerbaijan,86600.0,gemini-2.5-flash,11
100,Azerbaijan,86600.0,gemini-2.5-flash,12
500,Azerbaijan,86600.0,gemini-2.5-flash,13
100,Azerbaijan,86600.0,gemini-2.5-flash,14
4,Azerbaijan,86600.0,gemini-2.5-flash,15
5,Azerbaijan,86600.0,gemini-2.5-flash,16
500,Azerbaijan,86600.0,gemini-2.5-flash,17
2,Azerbaijan,86600.0,gemini-2.5-flash,18
10,Azerbaijan,86600.0,gemini-2.5-flash,19
100,Azerbaijan,86600.0,gemini-2.5-flash,20
100,Azerbaijan,86600.0,gemini-2.5-flash,21
100,Azerbaijan,86600.0,gemini-2.5-flash,22
100,Azerbaijan,86600.0,gemini-2.5-flash,23
2,Azerbaijan,86600.0,gemini-2.5-flash,24
5,Azerbaijan,86600.0,gemini-2.5-flash,25
100,Azerbaijan,86600.0,gemini-2.5-flash,26
500,Azerbaijan,86600.0,gemini-2.5-flash,27
10,Azerbaijan,86600.0,gemini-2.5-flash,28
5,Azerbaijan,86600.0,gemini-2.5-flash,29
500,Bosnia and Herzegovina,51129.0,gemini-2.5-flash,0
500,Bosnia and Herzegovina,51129.0,gemini-2.5-flash,1
100,Bosnia and Herzegovina,51129.0,gemini-2.5-flash,2
5,Bosnia and Herzegovina,51129.0,gemini-2.5-flash,3
100,Bosnia and Herzegovina,51129.0,gemini-2.5-flash,4
100,Bosnia and Herzegovina,51129.0,gemini-2.5-flash,5
100,Bosnia and Herzegovina,51129.0,gemini-2.5-flash,6
1,Bosnia and Herzegovina,51129.0,gemini-2.5-flash,7
500,Bosnia and Herzegovina,51129.0,gemini-2.5-flash,8
500,Bosnia and Herzegovina,51129.0,gemini-2.5-flash,9
100,Bosnia and Herzegovina,51129.0,gemini-2.5-flash,10
100,Bosnia and Herzegovina,51129.0,gemini-2.5-flash,11
100,Bosnia and Herzegovina,51129.0,gemini-2.5-flash,12
500,Bosnia and Herzegovina,51129.0,gemini-2.5-flash,13
500,Bosnia and Herzegovina,51129.0,gemini-2.5-flash,14
1,Bosnia and Herzegovina,51129.0,gemini-2.5-flash,15
100,Bosnia and Herzegovina,51129.0,gemini-2.5-flash,16
200,Bosnia and Herzegovina,51129.0,gemini-2.5-flash,17
500,Bosnia and Herzegovina,51129.0,gemini-2.5-flash,18
500,Bosnia and Herzegovina,51129.0,gemini-2.5-flash,19
100,Bosnia and Herzegovina,51129.0,gemini-2.5-flash,20
500,Bosnia and Herzegovina,51129.0,gemini-2.5-flash,21
500,Bosnia and Herzegovina,51129.0,gemini-2.5-flash,22
50,Bosnia and Herzegovina,51129.0,gemini-2.5-flash,23
100,Bosnia and Herzegovina,51129.0,gemini-2.5-flash,24
100,Bosnia and Herzegovina,51129.0,gemini-2.5-flash,25
50,Bosnia and Herzegovina,51129.0,gemini-2.5-flash,26
1,Bosnia and Herzegovina,51129.0,gemini-2.5-flash,27
500,Bosnia and Herzegovina,51129.0,gemini-2.5-flash,28
10,Bosnia and Herzegovina,51129.0,gemini-2.5-flash,29
100,Barbados,431.0,gemini-2.5-flash,0
20,Barbados,431.0,gemini-2.5-flash,1
100,Barbados,431.0,gemini-2.5-flash,2
100,Barbados,431.0,gemini-2.5-flash,3
500,Barbados,431.0,gemini-2.5-flash,4
50,Barbados,431.0,gemini-2.5-flash,5
100,Barbados,431.0,gemini-2.5-flash,6
500,Barbados,431.0,gemini-2.5-flash,7
I cannot provide an,Barbados,431.0,gemini-2.5-flash,8
I cannot provide an,Barbados,431.0,gemini-2.5-flash,9
50,Barbados,431.0,gemini-2.5-flash,10
50,Barbados,431.0,gemini-2.5-flash,11
2,Barbados,431.0,gemini-2.5-flash,12
20,Barbados,431.0,gemini-2.5-flash,13
500,Barbados,431.0,gemini-2.5-flash,14
10,Barbados,431.0,gemini-2.5-flash,15
0,Barbados,431.0,gemini-2.5-flash,16
100,Barbados,431.0,gemini-2.5-flash,17
1,Barbados,431.0,gemini-2.5-flash,18
I am an,Barbados,431.0,gemini-2.5-flash,19
50,Barbados,431.0,gemini-2.5-flash,20
500,Barbados,431.0,gemini-2.5-flash,21
100,Barbados,431.0,gemini-2.5-flash,22
20,Barbados,431.0,gemini-2.5-flash,23
